PERIODO_COHORTE;CODIGO;GENERO;EDAD;COLEGIO_PROCEDENCIA;PUNT_TOTAL;PUNT_AREA;ES_DESERTOR
201620;55516509;M;22;COLEGIO DE BACHILLERATO NUEVA ESPERANZA;286;60;NO
201620;55516511;F;24;COLEGIO INTEGRADO SIMON BOLIVAR;42;42;SI
201620;55516512;F;25;COLEGIO INTEGRADO SIMON BOLIVAR;305;46;NO
201620;55516513;F;24;COLEGIO LA PRESENTACIÓN - DUITAMA;239;55;SI
201620;55516514;F;23;IE HECTOR JULIO GOMEZ;267;54;SI
201620;55516515;F;21;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;278;55;NO
201620;55516516;F;23;GIMN DE LOS LLANOS;309;65;NO
201620;55516517;F;22;COLEGIO SALESIANO;261;52;NO
201620;55516519;F;23;I.E. EL ROSARIO - PAIPA;307;66;NO
201620;55516520;M;27;INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA;427;62;NO
201620;55516521;F;26;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;257;54;SI
201620;55516522;F;22;INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA;255;53;SI
201620;55516523;F;22;IE JORGE ELIECER GAITAN - TOTA;300;64;NO
201620;55516525;F;23;COL MILIT SIMON BOLIVAR;285;56;NO
201620;55516526;F;22;I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA;288;58;SI
201620;55516527;F;24;INSTITUTO NUESTRA SEÑORA DE FATIMA-BARRANQUILLA;272;56;SI
201620;55516528;F;29;COLEGIO DE BOYACÁ;45;42;NO
201620;55516531;F;22;COLEGIO PANAMERICANO (IED)-BOGOTÁ, D.C.;263;56;NO
201620;55516532;F;22;COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA;272;54;NO
201620;55516535;M;23;COLEGIO SEMINARIO DIOCESANO;306;64;SI
201620;55516536;M;26;INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA;48;46;SI
201620;55516537;M;27;ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA;53;57;SI
201620;55516538;M;23;I.E. FERNANDO RODRIGUEZ;265;56;NO
201620;55516539;M;25;GIMNASIO GRAN COLOMBIANO;46;47;NO
201620;55616502;M;22;IE NORMAL SUPERIOR - SABOYÁ;274;54;NO
201620;55616503;M;21;IE NORMAL SUPERIOR - SABOYÁ;260;51;NO
201620;55616504;M;24;COLEGIO DE BOYACÁ;338;73;SI
201620;55616506;M;22;COLEGIO SALESIANO MALDONADO;286;62;NO
201620;55616507;M;22;I.E.T. DE NOBSA;392;81;SI
201620;55616508;M;22;COLEGIO CELCO;262;53;NO
201620;55616509;M;22;INSTITUTO TECNICO SANTO TOMAS DE AQUINO;301;60;SI
201620;55616510;M;22;INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA;297;60;SI
201620;55616513;F;21;I.E. TEC IND ANTONIO RICAURTE;257;52;NO
201620;55616514;M;22;IE SAN AGUSTIN;234;48;NO
201620;55716501;M;25;IE TECNICO INDUSTRIAL;47;50;NO
201620;55716502;F;23;I.E. JUAN JOSE SAMANIEGO;299;41;NO
201620;55716503;M;26;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ;48;50;NO
201620;55716504;F;22;COLEGIO COOPERATIVO REYES PATRIA;322;66;NO
201620;55716505;M;25;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ;45;47;NO
201620;55716507;F;24;IE JORGE ELIECER GAITAN - TOTA;49;50;NO
201620;55716508;M;24;I.E.T. LISANDRO CELY;272;55;SI
201620;55716509;F;22;COLEGIO MILITAR INOCENCIO CHINCA;49;47;SI
201620;55716510;F;25;I.E.T. AGROPECUARIO SANTA RITA DE CASIA;241;51;NO
201620;55716511;F;23;COLEGIO GUILLERMO LEON VALENCIA;303;59;NO
201620;55716512;F;22;ESC NORMAL SUPERIOR DE VILLAVICENCIO;289;53;SI
201620;55716513;M;24;IE JORGE GUILLERMO MOJICA MARQUEZ-TASCO;171;35;SI
201620;55716514;F;21;INSTITUCION EDUCATIVA SILVESTRE ARENAS;44;44;NO
201620;55716515;F;24;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;45;45;SI
201620;55716517;M;27;CENTRO JUVENIL CAMPESINO;42;43;SI
201620;55716519;F;25;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;262;55;SI
201620;55716520;M;23;COLEGIO SUAMOX;240;50;SI
201620;55716521;M;27;COLEGIO GUILLERMO LEON VALENCIA;54;53;NO
201620;55716522;M;24;COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO - CADES;312;68;NO
201620;55716524;F;22;INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA;254;55;SI
201620;55716525;F;23;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ;295;62;NO
201620;55716526;F;24;LICEO COOPERATIVO CAMPESTRE;51;54;NO
201620;55716527;M;24;COLEGIO GUILLERMO LEON VALENCIA;39;39;SI
201620;66116502;F;30;IE JUAN JOSE RONDON - PAZ DE ARIPORO;367;46;NO
201620;66116503;F;21;COLEGIO  AURELIO MARTINEZ MUTIS;282;56;NO
201620;66116504;F;22;INSTITUTO NUESTRA SEÑORA DE FATIMA-BARRANQUILLA;247;52;NO
201620;66116505;F;25;INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI;319;46;SI
201620;66116506;F;22;I.E. TEC IND JULIO FLOREZ;270;54;NO
201620;66116507;F;26;COLEGIO ALEJANDRO DE HUMBOLDT;337;48;NO
201620;66116508;F;23;COLEGIO ISABEL VALBUENA CIFUENTES;255;53;SI
201620;66116509;F;25;IE BRAULIO GONZALEZ;40;44;NO
201620;66116510;F;24;COLEGIO SIMON BOLIVAR;46;47;SI
201620;66116511;F;22;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;317;62;NO
201620;66116512;F;23;INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI;267;52;SI
201620;66116513;F;22;ESCUELA NORMAL SUPERIOR DE PIEDECUESTA;231;49;SI
201620;66116514;M;31;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;327;43;SI
201620;66116515;F;22;CENTRO EDUCATIVO SAN AGUSTIN;258;40;NO
201620;66116516;M;22;I.E. ANTONIO NARIÑO;210;42;NO
201620;66116517;F;22;COLEGIO DE BOYACÁ;283;56;NO
201620;66116519;F;21;INSTITUCIÓN EDUCATIVA JULIUS SIEBER;275;56;NO
201620;66116520;M;21;COLEGIO DE BOYACÁ;366;73;NO
201620;66116521;M;23;COLEGIO DE BOYACÁ;312;60;NO
201620;66116522;F;21;I.E. ARMANDO SOLANO;290;57;NO
201620;66116523;F;33;CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL-SAN GIL;266;35;SI
201620;66116524;F;24;IE DE SORA;316;44;NO
201620;66116525;F;24;IE NORMAL SUPERIOR LA PRESENTACION;240;46;SI
201620;66116526;M;23;GIMNASIO LOS ANGELES APRENDER HACIENDO SAS;244;51;NO
201620;66116527;F;22;COLEGIO JESUS EUCARISTIA;293;56;NO
201620;66116528;F;24;I.E. EL ROSARIO - PAIPA;295;58;SI
201620;66216501;F;21;COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA;264;54;NO
201620;66216502;F;25;INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI;317;66;NO
201620;66216503;F;21;I.E. TEC Y ACAD ANTONIO NARIÑO;328;62;NO
201620;66216504;F;22;INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI;267;53;SI
201620;66216505;F;22;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS  (IED);248;51;NO
201620;66216506;F;27;COLEGIO PANAMERICANO (IED)-BOGOTÁ, D.C.;283;41;NO
201620;66216507;F;25;I.E. SAMUEL IGNACIO SANTAMARIA-OTANCHE;43;45;NO
201620;66216509;F;22;I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS;289;56;SI
201620;66216510;M;29;INSTITUTO SAN MARTIN;278;53;SI
201620;66216511;F;25;INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA;35;27;SI
201620;66316501;M;23;COLEGIO CELCO;203;39;SI
201620;66316502;F;22;COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER;289;57;SI
201620;66316504;F;23;EDUCAR Y EDUCAR ESCUELA COLOMBIANA DE CAPACITACIÓN PETROLERA S.A.S.  ECCAPETROL S.A.S-FLORENCIA;235;48;SI
201620;66316505;M;22;IE JESUS BERNAL PINZON;247;50;SI
201620;66316506;F;22;I.E. SILVINO RODRIGUEZ;266;55;SI
201620;66316507;F;24;INSTITUTO OSVALDO VERGARA FERNANDEZ;228;46;SI
201620;66316508;F;21;INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA;237;49;NO
201620;66316510;F;28;IE ANTONIO RICAURTE-SANTANA;291;73;NO
201620;66416501;M;23;INSTITUCIÓN EDUCATIVA TÉCNICA ISIDRO PARRA;265;53;SI
201620;66416502;F;22;IE LA INMACULADA - YOPAL;270;54;SI
201620;66416504;F;24;INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER;362;52;NO
201620;66416505;F;23;INSTITUCIÓN EDUCATIVA LA FRONTERA;301;62;SI
201620;66416506;F;22;IE TECNICA PIO ALBERTO FERRO PEÑA;318;61;SI
201620;66416509;F;22;IE TEC INDUSTRIAL;347;69;NO
201620;66416510;F;22;COLEGIO DE LA PRESENTACION TUNJA;309;63;SI
201620;66416511;F;23;COLEGIO LA PRESENTACION - IBAGUE;271;56;NO
201620;66416512;F;22;IE TECNICA RAMON IGNACIO AVELLA;267;53;NO
201620;66416513;F;23;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL PUERTO BOGOTÁ;307;60;SI
201620;66416514;M;24;COLEGIO MUNICIPAL CARLOS VICENTE REY;310;57;SI
201620;66416515;M;22;IE JUAN JOSE RONDON - SOATÁ;287;58;SI
201620;66416516;F;22;CENTRO DE DESARROLLO HUMANO  CEDHU;312;64;NO
201620;66416517;F;22;I.E. INEM JOSE EUSTASIO RIVERA;258;51;NO
201620;66416519;F;22;I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS;283;57;NO
201620;66416520;F;26;I.E. TÉCNICA CHICAMOCHA;307;59;SI
201620;66416521;F;23;COLEGIO DE LA PRESENTACION TUNJA;336;69;NO
201620;66416522;F;23;COLEGIO NUESTRA SEÑORA DE LA PRESENTACION;313;61;NO
201620;66416523;F;24;LICEO ANGLO AMERICANO DE SOGAMOSO;308;60;NO
201620;66416526;F;24;COLEGIO SALESIANO;373;55;NO
201620;66416527;M;22;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;321;63;SI
201620;66416528;F;22;CENTRO EDUCATIVO RURAL EL ROSARIO-CHOCONTÁ;257;51;NO
201620;66416529;M;24;COLEGIO AGUSTINIANO TAGASTE;335;60;NO
201620;66416530;M;22;COLEGIO GABRIELA MISTRAL;261;52;NO
201620;66416531;M;31;COLEGIO NACIONAL NICOLAS ESGUERRA (IED);52;47;NO
201620;66416532;F;22;COLEGIO NUESTRA SEÑORA DEL ROSARIO - SOGAMOSO;266;53;SI
201620;66416534;M;21;COLEGIO SEMINARIO SAN JUAN APOSTOL;300;57;NO
201620;66416535;F;23;COLEGIO MANUELA BELTRAN (IED);302;57;SI
201620;66416536;F;24;COL COLOMBO HISPANO;293;58;NO
201620;66416537;F;23;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL RAFAEL POMBO;306;58;NO
201620;66416538;F;22;COLEGIO GERARDO MOLINA RAMIREZ (IED);318;63;NO
201620;66416539;M;22;COL EL MINUTO DE DIOS;312;60;NO
201620;66416540;F;24;COLEGIO MILITAR GENERAL SANTANDER;49;57;SI
201620;66416542;F;22;COLEGIO NACIONALIZADO LA PRESENTACION;327;70;NO
201620;66416543;F;22;I.E. SILVINO RODRIGUEZ;305;62;SI
201620;66416544;F;22;IE IGNACIO GIL SANABRIA;332;64;NO
201620;66416545;F;23;COLEGIO INEM SANTIAGO PEREZ (IED);272;53;NO
201620;66416546;F;22;COLEGIO TOMAS CIPRIANO DE MOSQUERA (IED);290;57;NO
201620;66416547;F;22;IE TECNICA RAMON IGNACIO AVELLA;252;50;SI
201620;66416548;M;23;ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS;310;59;NO
201620;66416549;F;22;COLEGIO DEL SAGRADO CORAZON DE JESUS - HNAS. BETHLEMITAS;290;59;NO
201620;66416550;F;21;INSTITUTO NUESTRA SEÑORA DE FATIMA-BARRANQUILLA;275;54;NO
201620;66416552;M;21;I.E. MARCO AURELIO BERNAL;273;231;NO
201620;66416553;F;21;INSTITUCIÓN EDUCATIVA NORMAL MARÍA INMACULADA-ARAUCA;287;60;SI
201620;66416554;F;23;COLEGIO DE LA PRESENTACION TUNJA;355;70;SI
201620;66416555;F;23;GIMN MIX SAGRADO CORAZON DE MARIA;292;57;NO
201620;66416557;M;21;COL LATINO;314;65;NO
201620;66416558;F;22;I.E. SAN JUAN BOSCO;304;59;NO
201620;66416559;F;20;IE ANTONIO RICAURTE;302;60;NO
201620;66416560;M;30;IE IGNACIO GIL SANABRIA;300;58;NO
201620;66416561;M;22;I.E. SIGLO XXI;280;53;SI
201620;66416563;F;23;IE LUCAS CABALLERO CALDERON;291;60;NO
201620;66416564;F;23;COLEGIO GIMNASIO SUPERIOR;281;58;NO
201620;66416565;F;22;COLEGIO ANTONIO NARIÑO;334;68;NO
201620;66416566;F;23;INST EDUC COLEGIO NACIONAL ENRIQUE OLAYA HERRERA-PUERTO LÓPEZ;317;65;NO
201620;66416568;F;23;ESC PEDAGOGICA EXPERIMENTAL;279;56;NO
201620;66416569;M;23;COL. NTRA SRA DEL ROSARIO-CHIQUINQUIRÁ;295;62;SI
201620;66416571;F;22;I.E. ARMANDO SOLANO;379;79;NO
201620;66416573;F;23;IE DIEGO DE TORRES;280;56;SI
201620;66416574;F;22;LICEO COOPERATIVO CAMPESTRE;385;78;NO
201620;66416575;F;23;GIMNASIO CAMPESTRE MARIA DE GUADALUPE;282;58;NO
201620;66416576;M;22;INSTITUCION EDUCATIVA LICEO DEL LLANO;303;59;SI
201620;66416577;F;22;INSTITUCIÓN EDUCATIVA SANTA TERESITA-ARAUCA;259;52;NO
201620;66416578;M;49;COL SALESIANO JUAN DEL RIZZO;326;64;SI
201620;66416579;M;24;COLEGIO JESUS EUCARISTIA;361;71;NO
201620;66416581;M;26;INST DE BTO TEC COMERCIAL PITAGORAS-BOGOTÁ, D.C.;326;64;NO
201620;66416583;M;22;COLEGIO SALESIANO MALDONADO;316;277;NO
201620;66416584;M;22;IE TECNICA  FRANCISCO JOSE DE CALDAS;282;55;NO
201620;66416585;F;24;COL PARROQ SAN LUIS GONZAGA - BOGOTÁ, D.C.;449;58;NO
201620;66416586;M;24;INSTITUTO TECNICO AGROPECUARIO;233;44;NO
201620;66416587;F;23;COLEGIO UNIVERSITARIO;329;63;NO
201620;66416588;F;21;COL DE BTO PATRIA;330;74;NO
201620;66416589;F;22;COLEGIO DE LA PRESENTACION TUNJA;262;54;NO
201620;66416590;F;24;COLEGIO DE LA PRESENTACION TUNJA;352;352;NO
201620;66416591;F;22;INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO;281;55;SI
201620;66416593;M;22;IE SAN MATEO;380;62;SI
201620;66416594;F;22;COLEGIO NUESTRA SEÑORA DEL ROSARIO - SOGAMOSO;309;63;SI
201620;66416595;F;32;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;337;10;NO
201620;66416596;M;22;COLEGIO COOPERATIVO REYES PATRIA;373;75;SI
201620;66416597;F;22;INST TEC EMPRESARIAL;301;55;SI
201620;66416598;F;26;COLEGIO RODRIGO LARA BONILLA (IED);50;58;NO
201620;66416599;F;22;IE CENTRO SOCIAL;338;69;NO
201620;66416600;M;21;INSTITUCIÓN EDUCATIVA JUAN JACOBO ROUSSEAU-ARAUQUITA;260;53;NO
201620;66416601;F;24;COLEGIO COOPERATIVO COMFENALCO;280;57;NO
201620;66416603;F;23;COLEGIO UNIVERSITARIO-SOCORRO;293;57;NO
201620;66416604;F;22;COLEGIO UNIVERSITARIO-SOCORRO;343;68;NO
201620;66416605;M;22;ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA;297;59;NO
201620;66416606;F;21;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;330;121;SI
201620;66416608;F;22;COL DEL SANTO ANGEL;291;55;NO
201620;66416609;F;22;INSTITUCIÓN EDUCATIVA LA FRONTERA;301;61;NO
201620;66416611;F;24;COLEGIO NUESTRA SEÑORA DE LAS MISERICORDIAS;44;51;NO
201620;66416612;F;22;CENT EDUC PUENTE BOYACA-VENTAQUEMADA;297;60;NO
201620;66416613;M;26;COL CLARETIANO;373;73;SI
201620;66416614;M;22;COLEGIO COOPERATIVO REYES PATRIA;328;66;NO
201620;66416615;M;21;COL INTEG FRANCISCO JOSE DE CALDAS-TIBÚ;281;56;NO
201620;66416617;F;22;COL NUESTRA SEÑORA DE LA MERCED-MUTISCUA;294;249;NO
201620;66416618;M;23;CHON-KAY;312;66;SI
201620;66416619;F;22;COLEGIO ALBERTO SANTOS BUITRAGO-SOCORRO;340;69;NO
201620;66416620;M;24;COLEGIO COOPERATIVO COMFENALCO;292;60;NO
201620;66416621;M;24;CENTRO EDUCATIVO SAN AGUSTIN;332;65;NO
201620;66416622;M;22;I.E. SAN LUIS DE GACENO;297;57;NO
201620;66416623;M;22;INST. EDU. NUESTRA SEÑORA DEL CARMEN-PAILITAS;273;54;NO
201620;66416624;F;24;COLEGIO DE BOYACÁ;329;65;NO
201620;66416626;F;22;COL CARLOS JULIO TORRADO PEÑARANDA;296;58;NO
201620;66416627;F;22;COL PARROQUIAL NUESTRA SEÑORA DE CHIQUINQUIRA;286;58;NO
201620;66416628;F;22;IE TECNICA  FRANCISCO JOSE DE CALDAS;284;118;NO
201620;66416629;M;22;COLEGIO COMFIAR-ARAUCA;271;54;NO
201620;66416630;F;24;I.E. DEL LLANO;347;56;NO
201620;66416631;F;25;COL COOP MINUTO DE DIOS-BOGOTÁ, D.C.;419;60;NO
201620;66416632;F;22;COL LA PRESENTACION-OCAÑA;265;52;NO
201620;66416633;F;22;COLEGIO CAMPESTRE SAN DIEGO;385;81;SI
201620;66416635;M;22;COLEGIO ADVENTISTA BETHEL-SARAVENA;282;58;SI
201620;66416637;F;22;INSTITUCION EDUCATIVA LICEO DEL LLANO;317;64;SI
201620;66416638;F;21;INSTITUCIÓN EDUCATIVA LA INMACULADA-PUERTO RONDÓN;318;64;NO
201620;66416639;F;20;COLEGIO LA ENSEÑANZA;287;290;SI
201620;66416640;F;22;INSTITUCIÓN EDUCATIVA SANTA TERESITA-ARAUCA;290;59;SI
201620;66416641;F;24;INST SALESIANO SAN JUAN BOSCO;320;64;NO
201620;66416642;F;22;IE JORGE ELIECER GAITAN - YOPAL;338;68;NO
201620;66416644;F;21;COLEGIO PANAMERICANO (IED)-BOGOTÁ, D.C.;270;54;NO
201620;66416647;M;26;COLEGIO ADVENTISTA BETHEL-SARAVENA;451;67;NO
201620;66516501;M;23;IE LUCILA PIRAGAUTA;245;49;SI
201620;66516503;M;22;COLEGIO SANTA TERESITA - BARRANQUILLA;318;59;NO
201620;66516505;F;25;I.E. JOSE JOAQUIN CASAS;52;52;NO
201620;66516506;F;22;INSTITUCIÓN EDUCATIVA NORMAL MARÍA INMACULADA-ARAUCA;235;50;NO
201620;66516507;F;23;IE SAN AGUSTIN;247;46;NO
201620;66516508;F;23;IE CAMILO TORRES RESTREPO - AGUAZUL;270;53;NO
201620;66516509;F;22;CENTRO EDUCATIVO RURAL EL ROSARIO-CHOCONTÁ;216;46;NO
201620;66516510;F;22;COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA;282;57;NO
201620;66516511;M;22;COLEGIO SAN JOSE DE CALASANZ - DUITAMA;281;58;SI
201620;66516512;F;23;COLEGIO FORMARTE;270;51;SI
201620;66516513;M;35;INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ;54;46;NO
201620;66516514;F;25;LICEO DE LA PRESENTACION;48;50;NO
201620;66516515;F;23;I.E. SANTO DOMINGO SAVIO;276;55;NO
201620;66516517;M;21;COLEGIO ISABEL VALBUENA CIFUENTES;240;48;NO
201620;66516518;F;22;I.E. ARMANDO SOLANO;282;56;NO
201620;66516519;F;23;I.E. TEC Y ACAD ANTONIO NARIÑO;198;43;NO
201620;66516521;M;26;I.E. TEC IND ANTONIO RICAURTE;309;54;SI
201620;66516523;F;22;INST AUTONOMO SHAKESPEARE Y CERVANTES;263;54;SI
201620;66516524;F;24;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS-COTA;307;61;NO
201620;66516525;M;23;I.E.T. DE NOBSA;248;54;SI
201620;66616503;F;24;I.E. SAN IGNACIO DE LOYOLA;212;43;SI
201620;66616504;F;23;INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER;266;54;NO
201620;66616505;F;23;COLEGIO ALEJANDRO DE HUMBOLDT;265;52;NO
201620;66616506;F;22;COLEGIO SERGIO ARIZA;280;56;NO
201620;66616507;F;23;I.E. JOSE JOAQUIN CASAS;48;49;NO
201620;66616508;F;32;COL COOPTEBOY;361;46;NO
201620;66616512;F;22;COLEGIO LA PRESENTACIÓN - DUITAMA;291;58;NO
201620;66616513;F;21;I.E. SANTO DOMINGO SAVIO GAIATO;262;52;SI
201620;66616515;M;23;I.E. JOSE JOAQUIN CASAS;281;54;NO
201620;66616516;F;22;I.E. ANTONIO NARIÑO;221;175;SI
201620;66616517;F;22;COLEGIO GUILLERMO LEON VALENCIA;305;60;SI
201620;66616518;F;22;COLEGIO NUESTRA SEÑORA DE LAS MISERICORDIAS;243;50;SI
201620;66616519;F;22;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;235;48;NO
201620;66616521;F;28;COLEGIO CORPORACION SANTO DOMINGO;287;44;NO
201620;66616522;F;22;IE TEC JOSE IGNACIO DE MARQUEZ;254;50;SI
201620;66616523;F;25;I.E. INDALECIO VASQUEZ;255;49;NO
201620;66616524;F;22;LICEO DE LA PRESENTACION;288;58;NO
201620;66616525;F;29;IE TECNICA RAMON IGNACIO AVELLA;40;44;NO
201620;66616526;F;22;INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES;211;49;NO
201620;66616528;F;24;IE PANAMERICANO PUENTE BOYACA;251;49;SI
201620;66616529;F;21;I.E.T. DE NAZARETH;208;44;SI
201620;66616530;M;35;COLEGIO DE BOYACÁ;491;46;SI
201620;66616532;F;29;I.E.T. SAN LUIS;405;46;NO
201620;66616533;M;25;COLEGIO INTEGRADO DIVINO NIÑO;246;49;SI
201620;66616534;F;25;ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON;306;60;SI
201620;66616535;F;23;COL ACOANDES;282;55;NO
201620;66616537;M;27;IE IGNACIO GIL SANABRIA;56;50;NO
201620;66616538;F;22;COLEGIO UNICAB VIRTUAL;259;52;SI
201620;66616539;F;26;IE PEDREGAL ALTO;258;53;SI
201620;66616540;F;30;I.E.T PANTANO DE VARGAS;317;48;NO
201620;66616541;F;36;IE ALBERT EINSTEIN;385;42;SI
201620;66616542;F;22;I.E. EL ROSARIO - PAIPA;270;54;NO
201620;66616543;F;24;COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA;287;57;NO
201620;66616544;F;22;INSTITUCIÓN EDUCATIVA ALFONSO LÓPEZ PUMAREJO-SAN JOSÉ DEL GUAVIARE;269;54;SI
201620;66616545;F;23;IE LUIS HERNANDEZ VARGAS;251;51;NO
201620;66616546;M;26;INSTITUCIÓN EDUCATIVA TÉCNICA GENERAL SANTANDER;284;44;NO
201620;66616547;F;22;IE CENTRO SOCIAL;239;47;NO
201620;66616549;F;23;INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA;235;47;SI
201620;66616550;F;23;COLEGIO LA PRESENTACIÓN - DUITAMA;281;56;SI
201620;66616551;F;22;IE PANAMERICANO PUENTE BOYACA;278;56;NO
201620;66616552;F;22;LICEO CAMPESTRE FRAY ARTURO AYALA;305;61;NO
201620;66616553;F;22;IE ANTONIO NARIÑO-PORE;194;41;SI
201620;66616554;F;22;IE JORGE ELIECER GAITAN - YOPAL;243;50;NO
201620;66616555;F;22;COL LA PRESENTACION-OCAÑA;264;53;SI
201620;66616557;F;24;IE TECNICA RAMON IGNACIO AVELLA;289;53;NO
201620;66616558;F;21;IE RANCHO GRANDE;254;50;SI
201620;66616559;F;24;INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI;406;55;NO
201620;66616561;F;32;COLEGIO CORPORACIÓN SANTO DOMINGO;280;54;SI
201620;66616562;F;24;ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS;268;56;SI
201620;77116501;F;25;COLEGIO NUESTRA SEÑORA DEL ROSARIO - SOGAMOSO;324;43;NO
201620;77116502;M;23;I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS;41;37;SI
201620;77116503;F;25;IE SAN ANTONIO;255;41;NO
201620;77116504;M;27;COLEGIO SAN LORENZO GIUSTINIANI;378;54;SI
201620;77116505;M;22;COL JOSE ASUNCION SILVA;255;51;NO
201620;77116506;M;27;COLEGIO MILITAR CORONEL JUAN JOSE RONDON;375;53;NO
201620;77116508;M;23;I.E. TEC IND JULIO FLOREZ;273;570;NO
201620;77116509;F;22;IE TECNICA NACIONALIZADA DE SAMACA;277;56;SI
201620;77116511;M;24;COLEGIO SAN JOSE DE CALASANZ - DUITAMA;327;64;NO
201620;77116512;M;26;COLEGIO CRISTIANO FILADELFIA;333;48;SI
201620;77116517;M;23;INSTITUCIÓN EDUCATIVA TÉCNICA PEDRO JOSÉ SARMIENTO;273;53;NO
201620;77116519;F;23;COLEGIO SALESIANO;319;66;NO
201620;77116520;M;27;ESC LA MILAGROSA-BELÉN;49;55;SI
201620;77116522;M;28;I.E. TEC Y ACAD ANTONIO NARIÑO;44;44;SI
201620;77116523;M;27;IE ESCUELA NORMAL SUPERIOR - SOCHA;291;41;NO
201620;77216501;M;22;I.E EL CRUCE;287;59;SI
201620;77216502;F;24;INSTITUCIÓN EDUCATIVA URIBESCO;315;60;NO
201620;77216504;M;22;IE BRAULIO GONZALEZ;266;52;SI
201620;77216505;F;22;IE TEC JOSE IGNACIO DE MARQUEZ;270;52;SI
201620;77216506;M;26;COLEGIO MAYOR LEON XIII;268;52;SI
201620;77216507;M;24;INSTITUCIÓN EDUCATIVA COLEGIO EMPRESARIAL DE BOYACÁ;290;60;SI
201620;77216509;F;23;COLEGIO  TRINIDAD CAMACHO PINZON;322;66;NO
201620;77216510;F;22;INSTITUTO INTEGRADO DE COMERCIO;275;56;NO
201620;77216511;M;27;IE LUIS CARLOS GALAN SARMIENTO-ACACÍAS;63;61;SI
201620;77216512;M;22;COLEGIO DE BOYACÁ;279;53;NO
201620;77216513;M;25;CENT EDUC DIST DON BOSCO II-BOGOTÁ, D.C.;369;50;NO
201620;77216514;F;25;COLEGIO NUESTRA SEÑORA DEL ROSARIO;49;49;NO
