,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,Codigo
5207,12,212.0,3.487735849056603,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.06,M,23.0,INST TEC EMPRESARIAL,363,53,NO,66212513
5208,14,229.0,3.2449781659388646,19,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.11,F,38.0,ALIANZA COLOMBO FRANCESA,44,48,NO,66213001
5209,12,227.0,3.3651982378854624,14,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.36,F,23.0,IE BRAULIO GONZALEZ,45,45,NO,66213002
5210,10,195.0,3.6066666666666665,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.13,F,22.0,IE ESTEBAN ROJAS TOVAR,352,48,NO,66213004
5211,2,39.0,1.6384615384615386,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,0.09,F,25.0,IE ESTEBAN ROJAS TOVAR,41,43,SI,66213005
5212,1,21.0,2.185714285714286,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.19,F,32.0,IE EZEQUIEL MORENO Y DIAZ,37,37,SI,66213006
5213,9,186.0,3.743548387096774,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.33,F,21.0,CENTRO EDUCATIVO SAGRADA FAMILIA NAZARETH,324,45,NO,66213007
5214,8,184.0,3.7679347826086955,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.46,F,22.0,IE JORGE CLEMENTE PALACIOS,50,49,NO,66213008
5215,3,41.0,2.9024390243902443,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.7,F,26.0,IE TECNICA NACIONALIZADA DE SAMACA,284,45,SI,66213009
5216,10,201.0,3.3805970149253732,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.22,M,24.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,267,36,NO,66213011
5217,10,186.0,3.791935483870967,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.17,F,22.0,INSTITUCION EDUCATIVA DEPARTAMENTAL AGUSTIN PARRA,49,52,NO,66213012
5218,10,187.0,3.8213903743315507,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.43,F,24.0,INSTITUCIÓN EDUCATIVA MAGDALENA,46,44,NO,66213013
5219,9,192.0,3.719791666666667,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.68,F,24.0,COLEGIO NUESTRA SEÑORA DE NAZARETH,316,44,NO,66213015
5220,4,53.0,2.7528301886792454,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.5,F,27.0,I.E. TEC IND JULIO FLOREZ,299,43,SI,66213016
5221,5,90.0,2.9622222222222216,12,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.66,F,28.0,LICEO GENERAL DEL CASANARE,44,46,SI,66213503
5222,1,21.0,3.119047619047619,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.12,F,27.0,INSTITUCIÓN EDUCATIVA MARIANO OSPINA PEREZ,262,42,SI,66213504
5223,12,211.0,3.464928909952606,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.41,F,25.0,IE JORGE ELIECER GAITAN - YOPAL,42,48,NO,66213505
5224,6,85.0,2.8670588235294114,12,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.55,F,26.0,ESCUELA DE POLICIA RAFAEL REYES,48,49,SI,66213506
5225,12,154.0,2.8902597402597405,29,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.9,F,26.0,COLEGIO NACIONALIZADO SAN MIGUEL DE SEMA,50,53,NO,66213507
5226,3,43.0,2.665116279069767,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.56,F,29.0,COLEGIO SALESIANO,322,48,SI,66213508
5227,11,208.0,3.433653846153846,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.22,F,24.0,COLEGIO JORGE ELIECER GAITAN,47,50,NO,66213509
5228,2,36.0,3.1666666666666665,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.09,M,26.0,I.E. SAN PEDRO CLAVER - CHITARRAQUE,352,53,SI,66213510
5229,13,240.0,3.1537500000000005,17,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.4,F,29.0,GIMNASIO MODERNO SANTA SOFIA-DUITAMA,323,43,NO,66213511
5230,4,62.0,2.5580645161290323,15,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.33,F,28.0,LICEO ANGLO AMERICANO DE SOGAMOSO,296,45,SI,66213512
5231,11,200.0,3.417,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.22,M,24.0,I.E.T. SANTA CRUZ DE MOTAVITA,48,48,NO,66214001
5232,11,208.0,3.360096153846153,13,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.96,F,29.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL SANTA INÉS,283,36,NO,66214003
5233,4,48.0,2.7916666666666665,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.7,F,26.0,IE CENTRO SOCIAL,43,44,SI,66214004
5234,11,217.0,3.4221198156682027,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.0,M,25.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,371,52,NO,66214005
5235,15,226.0,3.257964601769911,24,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.13,F,24.0,I.E.T PANTANO DE VARGAS,261,37,NO,66214007
5236,10,199.0,3.4311557788944715,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.92,F,22.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,334,43,NO,66214010
5237,1,21.0,1.1380952380952383,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.14,F,25.0,IE ESTEBAN ROJAS TOVAR,248,36,SI,66214011
5238,1,21.0,1.0714285714285714,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.07,F,28.0,INST TEC INTEGRADO DE TRINIDAD,301,49,SI,66214012
5239,11,206.0,3.4189320388349507,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.88,F,24.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,46,49,NO,66214013
5240,1,21.0,2.747619047619048,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.75,M,25.0,IE NORMAL SUPERIOR DE MONTERREY,41,42,SI,66214014
5241,12,219.0,3.4105022831050227,12,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.43,F,27.0,IE JORGE GUILLERMO MOJICA MARQUEZ,367,50,NO,66214015
5242,5,84.0,3.151190476190476,12,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.9,F,28.0,IE BRAULIO GONZALEZ,269,43,SI,66214016
5243,1,21.0,2.933333333333333,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.93,F,25.0,IE BRAULIO GONZALEZ,40,44,SI,66214017
5244,2,40.0,2.6800000000000006,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.61,F,25.0,IE SAGRADO CORAZON,34,36,SI,66214018
5245,3,46.0,2.7826086956521734,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.1,F,24.0,COLEGIO SIMON BOLIVAR,44,42,SI,66214019
5246,4,68.0,2.5661764705882355,17,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.79,F,25.0,LICEO DE SANTA LIBRADA,394,61,SI,66214020
5247,3,42.0,2.9714285714285715,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.41,F,24.0,INSTITUCIÓN EDUCATIVA CAMILO TORRES-GRANADA,307,43,SI,66214021
5248,11,205.0,3.433658536585366,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.43,F,22.0,IE JORGE CLEMENTE PALACIOS,358,53,NO,66214502
5249,11,225.0,3.441777777777778,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.26,F,24.0,COLEGIO SALESIANO,48,52,NO,66214503
5250,12,212.0,3.416509433962264,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.43,F,23.0,INSTITUCION EDUCATIVA TECNICO NACIONALIZADO,45,46,NO,66214505
5251,10,184.0,3.4244565217391307,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.8,F,24.0,COLEGIO COOPERATIVO REYES PATRIA,52,57,NO,66214506
5252,4,53.0,2.8735849056603775,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.91,F,25.0,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,35,30,SI,66214507
5253,9,193.0,3.650777202072539,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.33,F,24.0,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,50,51,NO,66215001
5254,12,209.0,3.221052631578947,14,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.63,F,24.0,COLEGIO GUILLERMO LEON VALENCIA,312,50,NO,66215002
5255,8,184.0,3.9163043478260873,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.16,F,24.0,COLEGIO MAGDALENA ORTEGA DE NARIÑO (IED),45,43,NO,66215003
5256,9,191.0,3.4643979057591627,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.28,F,22.0,CENTRO EDUCATIVO DISTRITAL EL JAZMIN,283,55,NO,66215004
5257,8,184.0,3.883695652173913,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.11,F,24.0,IE BRAULIO GONZALEZ,51,53,NO,66215005
5258,8,184.0,4.073369565217392,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.28,F,26.0,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,460,72,NO,66215006
5259,1,21.0,2.238095238095238,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.24,F,23.0,COLEGIO LA PRESENTACIÓN - DUITAMA,297,61,SI,66215007
5260,6,125.0,3.4479999999999995,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.45,F,24.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,352,49,SI,66215008
5261,9,184.0,3.4788043478260873,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.95,F,26.0,IE TECNICA  FRANCISCO JOSE DE CALDAS,43,42,NO,66215009
5262,1,18.0,3.133333333333333,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.13,F,26.0,IE. LICEO NACIONAL MAX SEIDEL,173,44,SI,66215010
5263,10,201.0,3.5686567164179106,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.43,F,23.0,I.E.T. JOSE ACEVEDO Y GOMEZ,279,55,NO,66215011
5265,10,177.0,3.4875706214689264,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.91,F,24.0,COLEGIO JESUS EUCARISTIA,255,52,NO,66215502
5266,12,198.0,3.338888888888889,13,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.98,F,29.0,COLEGIO SALESIANO,322,48,NO,66215503
5267,2,40.0,3.475,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.39,F,26.0,COLEGIO ANIBAL FERNANDEZ DE SOTO (IED),276,53,SI,66215505
5268,8,184.0,3.895652173913043,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.52,F,23.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,365,52,NO,66215506
5269,10,201.0,3.5751243781094524,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.41,M,23.0,COLEGIO CORPORACION SANTO DOMINGO,411,57,NO,66215507
5270,1,20.0,2.87,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.87,F,24.0,INSTITUCIÓN EDUCATIVA LA FRONTERA,55,57,SI,66215508
5271,8,187.0,3.5636363636363635,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.52,F,24.0,GIMNASIO MODERNO SANTA SOFIA-DUITAMA,324,52,NO,66215509
5272,4,53.0,2.660377358490566,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.22,F,27.0,COLEGIO ALEJANDRO DE HUMBOLDT,285,41,SI,66215510
5273,1,23.0,3.8434782608695657,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.84,M,25.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,367,61,SI,66216001
5274,10,201.0,3.5203980099502497,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.11,F,23.0,IE BRAULIO GONZALEZ,271,54,NO,66216002
5275,8,184.0,3.8945652173913037,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.55,F,20.0,COLEGIO NUESTRA SEÑORA DE NAZARETH,59,57,NO,66216003
5276,6,92.0,2.7032608695652174,17,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.71,F,25.0,I.E. NORMAL SUPERIOR SAGRADO CORAZÓN,270,52,NO,66216004
5277,9,195.0,3.689230769230769,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.46,F,21.0,INSTITUTO POLITECNICO INDUSTRIAL DE TELECOMUNICACIONES,278,56,NO,66216005
5278,8,184.0,4.077173913043478,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.69,F,22.0,INSTITUCIÓN EDUCATIVA TECNICA SAN LUIS,401,62,NO,66216006
5279,10,163.0,3.263803680981595,13,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.8,F,23.0,IE ISMAEL PERDOMO BORRERO,248,49,NO,66216007
5280,11,195.0,3.4517948717948714,12,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.04,F,22.0,I.E. TEC IND ANTONIO RICAURTE,240,48,NO,66216008
5281,2,39.0,2.7025641025641027,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.47,M,26.0,IE TECNICO INDUSTRIAL,240,86,SI,66216009
5282,11,197.0,3.251269035532995,17,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.62,F,25.0,LICEO DE SANTA LIBRADA,394,61,NO,66216010
5283,1,21.0,4.171428571428572,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.17,F,22.0,COL PARROQUIAL NUESTRA SEÑORA DE CHIQUINQUIRA,286,58,SI,66216011
5284,8,184.0,3.908152173913044,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.66,F,23.0,COLEGIO MUNICIPAL JUAN JOSE RONDON,306,57,NO,66216012
5285,8,148.0,3.32972972972973,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.3,F,21.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,264,54,NO,66216501
5286,8,184.0,3.6255434782608695,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.27,F,25.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,317,66,NO,66216502
5287,8,184.0,3.904891304347826,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.6,F,21.0,I.E. TEC Y ACAD ANTONIO NARIÑO,328,62,NO,66216503
5288,4,55.0,2.876363636363636,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.82,F,22.0,INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI,267,53,SI,66216504
5289,4,45.0,2.415555555555556,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.95,F,22.0,COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS  (IED),248,51,NO,66216505
5290,6,86.0,3.0081395348837208,13,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.2,F,27.0,"COLEGIO PANAMERICANO (IED)-BOGOTÁ, D.C.",283,41,NO,66216506
5291,8,170.0,3.6858823529411766,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.24,F,25.0,I.E. SAMUEL IGNACIO SANTAMARIA-OTANCHE,43,45,NO,66216507
5292,3,59.0,2.9644067796610165,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.68,F,22.0,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,289,56,SI,66216509
5293,1,21.0,0.4666666666666667,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,0.47,M,29.0,INSTITUTO SAN MARTIN,278,53,SI,66216510
5294,1,21.0,1.9000000000000004,8,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.9,F,25.0,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,35,27,SI,66216511
5295,2,39.0,3.2282051282051283,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.93,F,21.0,ESCUELA NORMAL NACIONAL PARA SEÑORITAS ANTONIO NARIÑO,276,51,SI,66217002
5296,1,21.0,2.961904761904762,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.96,F,21.0,ESCUELA NORMAL SUPERIOR LA PRESENTACIÓN,266,57,SI,66217005
5297,1,20.0,2.84,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.84,M,25.0,COLEGIO ISABEL VALBUENA CIFUENTES,303,59,SI,66217006
5298,7,140.0,3.537857142857143,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.17,F,23.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,43,43,NO,66217008
5299,4,74.0,2.794594594594595,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.5,F,24.0,COLEGIO COMFIAR-ARAUCA,285,59,SI,66217009
5300,9,164.0,3.7731707317073173,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.4,F,21.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,288,57,NO,66217011
5301,10,163.0,3.3760736196319017,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.04,F,22.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,263,53,NO,66217013
5302,8,170.0,3.6417647058823532,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.4,F,21.0,COL LA PRESENTACION-PAMPLONA,268,54,NO,66217014
5303,8,184.0,3.8961956521739127,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.47,F,21.0,COL. NUESTRA SEÑORA DE FÁTIMA,297,58,NO,66217015
5304,4,61.0,2.737704918032787,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.95,F,22.0,IE JORGE VILLAMIL ORTEGA-GIGANTE,265,52,NO,66217016
5305,8,184.0,3.7967391304347835,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.46,F,25.0,COLEGIO DE BACHILLERATO NUEVA ESPERANZA,272,42,NO,66217018
5306,8,157.0,3.6452229299363053,2,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.85,F,21.0,I.E. EL ROSARIO - PAIPA,294,59,NO,66217019
5307,8,142.0,3.3267605633802817,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.14,F,22.0,CENTRO EDUCATIVO SAN AGUSTIN,218,44,NO,66217020
5308,8,135.0,3.3703703703703707,11,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.83,F,22.0,INSTITUTO TECNICO GONZALO SUAREZ RENDON,243,48,NO,66217021
5309,9,169.0,3.5562130177514795,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.1,F,27.0,IE TEC JOSE IGNACIO DE MARQUEZ,271,38,NO,66217022
5310,3,37.0,2.778378378378379,7,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.4,F,26.0,COLEGIO SAN MATEO,42,39,SI,66217023
5311,8,184.0,3.7815217391304343,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.24,M,20.0,ESCUELA NORMAL NACIONAL PARA SEÑORITAS ANTONIO NARIÑO,273,54,NO,66217025
5312,3,53.0,3.149056603773585,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.09,F,21.0,I.E. SANTO DOMINGO SAVIO GAIATO,226,46,SI,66217026
5313,1,21.0,2.9714285714285715,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.97,M,21.0,COLEGIO COMFIAR-ARAUCA,269,51,SI,66217027
5314,7,165.0,3.8696969696969696,0,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.18,F,22.0,COLEGIO SAN LUIS BELTRÁN,238,45,NO,66217028
5315,2,40.0,1.73,15,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.14,M,22.0,COL JOSE ASUNCION SILVA,245,50,SI,66217030
5316,2,41.0,2.897560975609756,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.92,F,31.0,"COL FE Y ALEGRIA LA PAZ-BOGOTÁ, D.C.",43,57,SI,66217032
5317,1,21.0,2.6428571428571423,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.64,F,21.0,INSTITUCIÓN EDUCATIVA TÉCNICA PEDRO JOSÉ SARMIENTO,227,45,SI,66217033
5318,4,84.0,2.7904761904761903,14,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.66,M,20.0,INSTITUCION EDUCATIVA LICEO DEL LLANO,299,61,NO,66217034
5319,3,58.0,3.393103448275862,3,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.54,F,22.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,271,54,SI,66217035
5320,6,96.0,3.1,10,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.15,F,28.0,COLEGIO SALESIANO,316,45,NO,66217036
5321,2,37.0,3.1621621621621623,5,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.22,F,21.0,INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SOR JOSEFA DEL CASTILLO Y GUEVARA,231,46,SI,66217501
5322,7,139.0,3.2762589928057557,12,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.71,F,21.0,I.E. SILVINO RODRIGUEZ,278,56,NO,66217502
5323,7,133.0,3.5796992481203005,4,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,3.97,F,24.0,ESC NORMAL SUPERIOR DE VILLAVICENCIO,276,42,NO,66217503
5324,8,158.0,4.185443037974684,1,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,4.6,F,22.0,COLEGIO LA ENSEÑANZA-ARAUCA,260,53,NO,66217505
5325,2,36.0,2.3527777777777774,9,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,1.63,F,21.0,INSTITUCIÓN EDUCATIVA TÉCNICA COMERCIAL SAGRADO CORAZÓN DE JESÚS,243,48,SI,66217506
5326,3,50.0,3.0439999999999996,6,FACULTAD DE CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,2.88,M,21.0,COLEGIO SANTO DOMINGO SAVIO,210,41,NO,66217507
