,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,ES_DESERTOR,Codigo,PUNT_TOTAL_NORMALIZED,PUNT_AREA_NORMALIZED
5625,1,18.0,3.1333333333333333,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.13,F,26.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,SI,66412018,0.097534833869239,0.07142857142857142
5626,14,253.0,3.8019762845849807,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.3,M,23.0,COLEGIO JESUS EUCARISTIA,NO,66412019,0.49732047159699894,0.09253246753246754
5627,14,237.0,3.910548523206751,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.7,F,26.0,COLEGIO DE BOYACÁ,NO,66412020,0.46730975348338694,0.08441558441558442
5628,12,227.0,4.082378854625551,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.5,M,31.0,COL. NUESTRA SEÑORA DE FÁTIMA,NO,66412021,0.08896034297963558,0.07142857142857142
5629,14,244.0,3.914344262295082,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.8,M,24.0,COLEGIO GUILLERMO LEON VALENCIA,NO,66412022,0.5069667738478028,0.09415584415584416
5630,4,65.0,2.770769230769231,13,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.04,F,26.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MONSEÑOR AGUSTÍN GUTIERREZ-TIBIRITA,SI,66412023,0.44480171489817794,0.08603896103896104
5631,3,50.0,3.1239999999999997,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.23,F,25.0,COLEGIO SALESIANO MALDONADO,SI,66412024,0.41586280814576637,0.08279220779220779
5632,12,184.0,3.42445652173913,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.45,M,29.0,INST TEC EMPRESARIAL,NO,66412025,0.08896034297963558,0.06655844155844157
5633,12,227.0,4.079295154185022,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.6,F,22.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,NO,66412027,0.4265809217577706,0.07305194805194805
5634,2,36.0,3.619444444444445,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.42,M,25.0,COLEGIO SALESIANO MALDONADO,SI,66412028,0.5091103965702036,0.08928571428571429
5635,13,238.0,3.740336134453781,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.7,F,24.0,COL. NTRA SRA DEL ROSARIO-CHIQUINQUIRÁ,NO,66412029,0.09860664523043944,0.07954545454545454
5636,12,227.0,4.36784140969163,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.8,F,23.0,IE JOSE MARIA CORDOBA - TAURAMENA,NO,66412030,0.4705251875669882,0.09090909090909091
5637,4,52.0,3.3365384615384617,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.75,M,26.0,COLEGIO TIBABUYES UNIVERSAL (IED),SI,66412032,0.4512325830653805,0.08766233766233766
5638,13,231.0,3.9484848484848483,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.6,F,24.0,NINGUNA,NO,66412033,0.10182207931404072,0.09253246753246754
5639,8,133.0,3.3902255639097745,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.18,M,26.0,COLEGIO DE BOYACÁ,SI,66412034,0.4630225080385852,0.08766233766233766
5640,1,18.0,1.238888888888889,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.24,M,28.0,COL BAS DOMINGO SAVIO,SI,66412035,0.4115755627009646,0.07467532467532467
5642,9,155.0,3.4954838709677425,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.22,M,25.0,NINGUNA,SI,66412037,0.49517684887459806,0.08279220779220779
5643,14,234.0,3.7521367521367526,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.3,M,25.0,INSTITUCIÓN EDUCATIVA NORMAL MARÍA INMACULADA-ARAUCA,NO,66412038,0.090032154340836,0.06980519480519481
5644,14,241.0,3.8539419087136926,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.6,F,24.0,COLEGIO COOPERATIVO REYES PATRIA,NO,66412039,0.4190782422293676,0.07305194805194805
5645,11,136.0,2.8022058823529403,25,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.72,F,28.0,COL. NTRA SRA DEL ROSARIO-CHIQUINQUIRÁ,SI,66412040,0.3965702036441586,0.07305194805194805
5646,13,150.0,3.261333333333333,15,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.4,M,25.0,IE BRAULIO GONZALEZ,NO,66412041,0.09217577706323687,0.07792207792207792
5647,14,249.0,3.6847389558232932,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.4,F,23.0,COLEGIO DE LA PRESENTACION TUNJA,NO,66412042,0.4737406216505895,0.08441558441558442
5648,2,34.0,3.485294117647059,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.09,F,26.0,COLEGIO LA PRESENTACIÓN - DUITAMA,SI,66412043,0.10503751339764202,0.08928571428571429
5649,17,250.0,3.4888,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.1,F,25.0,IE LUIS HERNANDEZ VARGAS,NO,66412045,0.08896034297963558,0.07142857142857142
5650,12,227.0,4.157268722466959,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.2,F,23.0,COL. NUESTRA SEÑORA DE FÁTIMA,NO,66412046,0.5359056806002144,0.10227272727272728
5651,3,56.0,3.692857142857143,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.49,F,26.0,AMERICAN SCHOOL SAINT FRANCES,SI,66412049,0.4812433011789925,0.27922077922077926
5652,17,244.0,3.5815573770491804,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.3,F,25.0,I.E. NUESTRA SEÑORA DE LA ANTIGUA,NO,66412050,0.09110396570203644,0.07467532467532467
5653,1,18.0,3.322222222222222,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.32,M,31.0,COLEGIO DEPARTAMENTAL JOSÉ ANTONIO GALÁN,SI,66412052,0.090032154340836,0.07142857142857142
5654,13,229.0,3.996943231441049,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.8,F,23.0,COLEGIO JESUS EUCARISTIA,NO,66412053,0.0932475884244373,0.07467532467532467
5655,15,229.0,3.74410480349345,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.6,M,30.0,COL AGUSTINIANO DE SAN NICOLAS,NO,66412054,0.4608788853161844,0.08603896103896104
5656,14,249.0,3.776305220883535,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.6,F,24.0,COLEGIO DE LA PRESENTACION TUNJA,NO,66412057,0.517684887459807,0.07467532467532467
5657,15,260.0,3.5934615384615385,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.6,F,24.0,COLEGIO SALESIANO,NO,66412058,0.090032154340836,0.0762987012987013
5658,13,227.0,3.8555066079295157,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.2,M,22.0,COL MILITAR CORONEL FRAY JOSE IGNACIO MARIÑO,NO,66412059,0.3954983922829582,0.07305194805194805
5659,13,158.0,3.0677215189873417,19,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.6,F,25.0,I.E. EL ROSARIO - FLORENCIA,NO,66412060,0.5133976420150054,0.08603896103896104
5660,1,18.0,1.4222222222222223,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.42,M,26.0,COLEGIO TECNICO NUESTRA SEÑORA DE LA PRESENTACION,SI,66412061,0.09539121114683816,0.0762987012987013
5661,6,60.0,2.8616666666666664,12,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.36,M,31.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL SAN GABRIEL,SI,66412062,0.4105037513397642,0.09740259740259741
5662,3,52.0,2.409615384615385,11,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.02,F,26.0,I.E. INEM JOSE EUSTASIO RIVERA,SI,66412063,0.09539121114683816,0.08928571428571429
5663,4,65.0,2.889230769230769,11,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.69,F,32.0,I.E.T. SAN LUIS,SI,66412066,0.08896034297963558,0.07305194805194805
5664,7,82.0,2.75,15,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.2,F,27.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,SI,66412067,0.0857449088960343,0.06493506493506494
5665,13,227.0,3.955066079295154,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.7,F,23.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - AYAPEL,NO,66412069,0.097534833869239,0.08928571428571429
5666,16,246.0,3.5959349593495933,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.5,F,23.0,IE TECNICA NACIONALIZADA DE SAMACA,NO,66412071,0.42336548767416937,0.07305194805194805
5667,17,243.0,3.716872427983539,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.8,M,32.0,COLEGIO CELCO,NO,66412072,0.5155412647374062,0.07792207792207792
5668,1,18.0,4.238888888888889,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.24,M,26.0,IE HECTOR JULIO GOMEZ,SI,66412073,0.4866023579849946,0.10227272727272728
5669,14,242.0,3.5276859504132227,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.7,F,27.0,"COLEGIO SAN JOSE NORTE (IED)-BOGOTÁ, D.C.",NO,66412075,0.5991425509110396,0.09902597402597403
5670,8,121.0,3.3867768595041325,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.6,F,27.0,COLEGIO ALIANZA PEDAGOGICA,SI,66412076,0.1007502679528403,0.08766233766233766
5671,4,55.0,2.2636363636363637,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.75,F,26.0,COL. NTRA SRA DEL ROSARIO-CHIQUINQUIRÁ,SI,66412077,0.4662379421221865,0.09090909090909091
5672,11,147.0,2.9360544217687075,25,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.7,M,26.0,COLEGIO JESUS EUCARISTIA,SI,66412079,0.4512325830653805,0.07142857142857142
5673,1,18.0,2.8055555555555554,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.81,M,27.0,INSTITUCIÓN EDUCATIVA NORMAL MARÍA INMACULADA-ARAUCA,SI,66412080,0.0932475884244373,0.07792207792207792
5674,15,255.0,3.7749019607843137,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.5,F,24.0,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,NO,66412081,0.10932475884244372,0.0762987012987013
5675,14,184.0,3.0815217391304346,19,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.12,F,26.0,IE TEC RAFAEL URIBE,NO,66412082,0.4362272240085745,0.06655844155844157
5676,6,93.0,3.486021505376344,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.5,M,26.0,COLEGIO DE BOYACÁ,SI,66412084,0.45766345123258306,0.08928571428571429
5677,16,247.0,3.6935222672064776,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.4,M,31.0,COL ANGLO AMERICANO,NO,66412086,0.5605573419078242,0.09902597402597403
5678,3,46.0,2.884782608695652,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.89,M,25.0,COLEGIO MONSEÑOR PACHECO,SI,66412087,0.43515541264737406,0.06655844155844157
5679,5,79.0,3.3329113924050633,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.82,F,26.0,INSTITUCION EDUCATIVA SAGRADOS CORAZONES,SI,66412088,0.4683815648445874,0.07954545454545454
5680,4,66.0,3.05,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.9,F,28.0,COLEGIO COSTA RICA  (IED),SI,66412089,0.04072883172561629,0.07305194805194805
5681,1,20.0,2.8299999999999996,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.83,F,30.0,GIMNASIO CAMPESTRE SANTO DOMINGO,SI,66412090,0.4212218649517685,0.07305194805194805
5682,2,36.0,3.227777777777778,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.39,F,27.0,COLEGIO LA PRESENTACIÓN - DUITAMA,SI,66412091,0.43086816720257237,0.07142857142857142
5683,14,241.0,3.7597510373443983,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.2,M,24.0,INSTITUTO INTEGRADO LUIS EDUARDO DÍAZ,NO,66412092,0.4340836012861736,0.06980519480519481
5684,2,34.0,3.026470588235294,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.5,F,26.0,CENTRO EDUCATIVO RURAL EL ROSARIO-CHOCONTÁ,SI,66412093,0.48231511254019294,0.08116883116883117
5685,2,39.0,2.2102564102564104,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.0,M,26.0,IE JOSE MARIA CORDOBA - FLORIDA,SI,66412094,0.082529474812433,0.06493506493506494
5686,17,275.0,3.407636363636363,18,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.6,M,27.0,COLEGIO NUESTRA SEÑORA DE FÁTIMA,NO,66412095,0.47481243301178994,0.08766233766233766
5687,4,51.0,2.9901960784313726,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.97,F,26.0,I.E. MARCO AURELIO BERNAL,SI,66412096,0.39442658092175775,0.06980519480519481
5688,12,168.0,3.0273809523809527,17,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.66,F,28.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,SI,66412097,0.4437299035369775,0.08603896103896104
5689,4,48.0,2.71875,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.44,M,26.0,COLEGIO DEPARTAMENTAL JORGE ELICER GAITAN,SI,66412099,0.08681672025723472,0.06331168831168832
5690,1,18.0,2.8722222222222222,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.87,F,26.0,COLEGIO GABRIELA MISTRAL,SI,66412100,0.08467309753483387,0.06655844155844157
5691,3,39.0,3.1,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.01,F,28.0,COLEGIO SUAMOX,SI,66412101,0.3612004287245445,0.07467532467532467
5692,2,34.0,3.379411764705882,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.04,F,41.0,UNIDAD EDUCATIVA COLEGIO MARIA DE JESÚS,SI,66412102,0.27867095391211144,0.14610389610389612
5693,10,153.0,3.275163398692811,11,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.25,F,25.0,INST TEC EMPRESARIAL,SI,66412104,0.09110396570203644,0.07142857142857142
5694,10,160.0,3.31125,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.48,M,26.0,INST TEC EMPRESARIAL,SI,66412105,0.1007502679528403,0.08603896103896104
5695,1,18.0,3.8055555555555554,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.81,F,26.0,COLEGIO LA PRESENTACIÓN - DUITAMA,SI,66412106,0.4265809217577706,0.0762987012987013
5696,3,48.0,2.877083333333333,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.48,F,28.0,COL. NTRA SRA DEL ROSARIO-CHIQUINQUIRÁ,SI,66412107,0.4415862808145766,0.08603896103896104
5697,7,98.0,3.093877551020408,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.8,F,25.0,GIMNASIO MODERNO SANTA SOFIA-DUITAMA,SI,66412109,0.38692390139335475,0.08279220779220779
5698,13,233.0,3.8969957081545066,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.7,F,23.0,COLEGIO DE BOYACÁ,NO,66412110,0.4587352625937835,0.08441558441558442
5699,9,89.0,2.4011235955056183,14,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.08,F,28.0,IE MANUELA BELTRAN,SI,66412111,0.09860664523043944,0.0762987012987013
5700,5,63.0,2.746031746031746,12,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.41,M,25.0,IE TECNICA NACIONALIZADA DE SAMACA,SI,66412112,0.43837084673097537,0.0762987012987013
5701,1,16.0,2.69375,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.69,M,27.0,COLEGIO JESUS EUCARISTIA,SI,66412114,0.36763129689174706,0.06818181818181819
5702,1,16.0,1.20625,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.21,M,30.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,SI,66412115,0.46730975348338694,0.07467532467532467
5703,6,89.0,3.0044943820224717,12,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.63,F,28.0,I.E.T. LISANDRO CELY,SI,66412116,0.5166130760986066,0.08116883116883117
5704,2,28.0,3.528571428571429,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.52,F,26.0,IE NORMAL SUPERIOR DE MONTERREY,SI,66412118,0.097534833869239,0.09090909090909091
5705,1,18.0,2.2777777777777772,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.28,F,26.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,SI,66412120,0.08681672025723472,0.061688311688311695
5706,15,223.0,3.1713004484304936,19,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.2,F,27.0,INSTITUCIÓN EDUCATIVA SANTA TERESITA-ARAUCA,NO,66412121,0.39764201500535906,0.06493506493506494
5707,3,38.0,2.2394736842105267,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.45,M,28.0,INSTITUCIÓN EDUCATIVA CIUDAD LA HORMIGA,SI,66412122,0.36012861736334406,0.06493506493506494
5708,3,38.0,3.0973684210526313,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.63,M,29.0,INST TEC EMPRESARIAL,SI,66412501,0.10503751339764202,0.09090909090909091
5709,1,18.0,0.10000000000000002,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.1,F,26.0,INSTITUTO TECNICO EDUCATIVO LA PRESENTACION,SI,66412503,0.097534833869239,0.0762987012987013
5710,2,34.0,2.817647058823529,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.27,M,27.0,LICEO LOS LANCEROS,SI,66412504,0.0932475884244373,0.07467532467532467
5711,13,229.0,3.9144104803493454,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.2,M,23.0,COLEGIO SALESIANO MALDONADO,NO,66412505,0.09967845659163987,0.08928571428571429
5712,12,227.0,3.8167400881057274,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.4,F,22.0,COLEGIO GUILLERMO LEON VALENCIA,NO,66412506,0.4866023579849946,0.08603896103896104
5713,4,50.0,2.674,12,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.2,F,27.0,COLEGIO COFREM(ANTES COL ACAD DE BTO. COFREM),SI,66412507,0.08681672025723472,0.06818181818181819
5714,2,34.0,3.3000000000000003,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.88,F,26.0,INSTITUTO FEMENINO SAN ANTONIO DE PADUA,SI,66412508,0.097534833869239,0.08116883116883117
5715,8,97.0,3.4938144329896903,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.68,F,30.0,INSTITUTO GESTIÓN INFORMÁTICA Y GUÍA ACADÉMICA,SI,66412509,0.090032154340836,0.07142857142857142
5716,15,242.0,3.90702479338843,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.4,F,25.0,COLEGIO DE LA PRESENTACION TUNJA,NO,66412510,0.5058949624866024,0.07954545454545454
5717,4,58.0,2.518965517241379,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.67,F,27.0,CE RAFAEL BERNAL JIMENEZ-PAIPA,SI,66412512,0.34190782422293675,0.2224025974025974
5718,7,89.0,2.808988764044944,16,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.98,F,26.0,COLEGIO DEL SAGRADO CORAZON DE JESUS - HNAS. BETHLEMITAS,SI,66412513,0.4040728831725616,0.07142857142857142
5719,1,18.0,3.0388888888888888,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.04,M,26.0,COL EL MINUTO DE DIOS,SI,66412514,0.08788853161843516,0.06493506493506494
5720,15,249.0,3.80722891566265,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.5,F,25.0,COLEGIO ALEJANDRO DE HUMBOLDT,NO,66412515,0.46516613076098606,0.08766233766233766
5721,9,131.0,3.282442748091603,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.3,M,42.0,GIMNASIO GRAN COLOMBIANO,SI,66412517,0.33762057877813506,0.07954545454545454
5722,8,96.0,2.9968749999999997,15,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.63,F,26.0,COLEGIO CORPORACION SANTO DOMINGO,SI,66412518,0.3183279742765273,0.06006493506493507
5723,13,235.0,3.809787234042554,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.4,F,25.0,COLEGIO DE LA PRESENTACION TUNJA,NO,66412519,0.43086816720257237,0.07142857142857142
5724,1,18.0,3.522222222222222,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.52,M,33.0,INSTITUCIÓN EDUCATIVA LOS LIBERTADORES - SOGAMOSO,SI,66412520,0.41586280814576637,0.06818181818181819
5725,9,144.0,3.327777777777778,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.27,M,26.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - AYAPEL,SI,66412521,0.4608788853161844,0.08279220779220779
5726,14,196.0,3.4117346938775515,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.18,M,28.0,I.E. TEC IND JULIO FLOREZ,NO,66412522,0.10182207931404072,0.08928571428571429
5727,4,56.0,3.201785714285714,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.76,M,28.0,IE BRAULIO GONZALEZ,SI,66412525,0.37513397642015006,0.06818181818181819
5728,8,122.0,3.077868852459016,15,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.01,M,28.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - AYAPEL,SI,66412527,0.4287245444801715,0.07792207792207792
5729,6,106.0,3.6264150943396225,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.16,M,25.0,INST TEC EMPRESARIAL,SI,66412529,0.09431939978563772,0.07467532467532467
5730,4,42.0,2.7285714285714286,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.88,M,27.0,INST TEC EMPRESARIAL,SI,66412530,0.09539121114683816,0.08116883116883117
5731,5,72.0,2.9347222222222222,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.92,F,26.0,COLEGIO SALESIANO,SI,66412531,0.44587352625937837,0.06818181818181819
5732,8,128.0,3.3820312500000003,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.54,F,26.0,I.E. ANTONIO NARIÑO,SI,66412532,0.39335476956055737,0.06818181818181819
5733,3,41.0,2.98780487804878,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.69,M,28.0,IE TECNICO INDUSTRIAL,SI,66412533,0.4405144694533762,0.0762987012987013
5734,4,70.0,2.8942857142857146,12,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.78,F,26.0,I.E. ANTONIO NARIÑO,SI,66412534,0.097534833869239,0.08603896103896104
5735,13,230.0,3.913043478260869,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.3,F,37.0,COL. NUESTRA SEÑORA DE FÁTIMA,NO,66412535,0.5016077170418006,0.06980519480519481
5736,3,42.0,3.3738095238095234,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.12,F,26.0,COLEGIO SALUDCOOP NORTE INSTITUCIONAL EDUCATIVA DISTRITAL,SI,66412536,0.08681672025723472,0.06980519480519481
5737,6,72.0,2.920833333333333,12,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.44,M,27.0,COLEGIO SAN LUIS GONZAGA,SI,66412537,0.4255091103965702,0.08279220779220779
5738,5,87.0,3.413793103448276,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.53,F,32.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,SI,66412538,0.5401929260450161,0.26785714285714285
5739,7,96.0,2.166666666666667,20,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.86,F,29.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,SI,66412539,0.4330117899249732,0.08441558441558442
5740,8,127.0,3.438582677165354,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.5,M,37.0,COL. NUESTRA SEÑORA DE FÁTIMA,SI,66412540,0.33976420150053593,0.07792207792207792
5741,10,160.0,3.0781250000000004,17,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.0,M,25.0,UNIVERSIDAD COOPERATIVA DE COLOMBIA,SI,66412541,0.4405144694533762,0.07305194805194805
5742,5,60.0,3.3483333333333336,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.46,M,28.0,COLEGIO DE BOYACÁ,SI,66412542,0.4565916398713826,0.09253246753246754
5743,3,56.0,3.319642857142857,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.94,M,30.0,COLEGIO SUPERIOR LA SALLE,SI,66412543,0.0932475884244373,0.07467532467532467
5744,1,18.0,3.711111111111111,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.71,M,26.0,IE FABIO RIVEROS,SI,66412544,0.4190782422293676,0.08928571428571429
5745,2,34.0,3.144117647058823,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.67,F,26.0,COLEGIO DE BOYACÁ,SI,66412546,0.4469453376205788,0.07142857142857142
5746,14,195.0,3.246153846153846,17,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.88,M,26.0,IE JUAN BAUTISTA MARIA VIANNEY,NO,66412547,0.5091103965702036,0.08441558441558442
5747,12,227.0,3.888546255506608,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.1,F,23.0,INSTITUTO LA SALLE,NO,66412548,0.10610932475884244,0.08441558441558442
5748,3,47.0,1.5595744680851062,12,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.7,M,29.0,COLEGIO MILITAR CORONEL JUAN JOSE RONDON,SI,66412549,0.3654876741693462,0.06655844155844157
5749,18,251.0,3.473306772908367,13,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.4,M,27.0,IE TECNICA NACIONALIZADA DE SAMACA,NO,66412550,0.37942122186495175,0.06980519480519481
5750,7,113.0,3.5371681415929204,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.87,M,26.0,COLEGIO DE BOYACÁ,SI,66412551,0.4490889603429796,0.08441558441558442
