,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,Mandatory_subjects_GPA,Optinals_GPA,failed_mandatory,failed_optional,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR
5926,1,18.0,2.355555555555556,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.36,,7.0,,2.36,M,26.0,GIMN DE LOS LLANOS,45,45,SI
5927,8,108.0,2.6037037037037036,23,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.6,,23.0,,1.35,F,24.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL RAFAEL POMBO,308,41,SI
5928,9,158.0,3.50379746835443,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.5,,2.0,,3.5,F,27.0,COLEGIO CELESTIN FREINET,328,48,SI
5929,13,139.0,2.958992805755395,20,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.96,,20.0,,3.04,F,27.0,CENTRO EDUCATIVO JEAN PIAGET,37,34,NO
5930,10,136.0,3.2375000000000003,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.24,,10.0,,3.96,F,26.0,COL DE NSTRA SRA DEL ROSARIO,367,53,SI
5931,0,17.0,0.0,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.0,,8.0,,0.0,M,27.0,GIMN PASCAL,398,55,SI
5932,3,47.0,3.0893617021276594,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.09,,5.0,,2.86,F,28.0,GIMNASIO CAMPESTRE DEL NORTE,361,51,SI
5933,1,18.0,3.777777777777777,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.78,,0.0,,3.78,F,31.0,INSTITUCIÓN EDUCATIVA DIEGO HERNÁNDEZ DE GALLEGO,295,43,SI
5934,7,96.0,3.36875,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.37,,8.0,,3.44,M,30.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,53,51,SI
5935,14,223.0,3.86457399103139,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.86,,4.0,,4.6,M,42.0,I.E. ARMANDO SOLANO,385,59,NO
5936,12,155.0,3.490322580645161,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.49,,7.0,,3.7,F,30.0,COL DE LA PRESENTACION DE FATIMA,48,49,NO
5937,2,34.0,3.064705882352941,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.06,,3.0,,2.34,F,24.0,COLEGIO CELCO,358,42,SI
5938,9,138.0,3.052898550724638,17,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.05,,17.0,,2.87,F,25.0,IE ANTONIO RICAURTE,317,45,SI
5939,13,171.0,3.5666666666666664,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.57,,7.0,,4.12,F,25.0,COLEGIO SALESIANO,349,52,NO
5940,6,91.0,3.8252747252747255,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.83,,2.0,,4.35,F,23.0,COLEGIO ALIANZA PEDAGOGICA,62,63,SI
5941,1,18.0,2.966666666666667,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.97,,3.0,,2.97,F,25.0,INST TEC EMPRESARIAL,47,48,SI
5942,8,126.0,3.2619047619047623,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.26,,6.0,,1.7,F,27.0,COL DIOCESANO DE LA ASUNCION,478,47,SI
5943,13,233.0,3.972961373390558,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.97,,2.0,,4.5,F,24.0,COLEGIO PEDAGOGICO LOS ALAMOS,47,326,NO
5944,14,221.0,3.573755656108597,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.57,,6.0,,4.04,F,26.0,UNIVERSIDAD LIBRE,51,50,NO
5945,14,236.0,3.966101694915254,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.97,,4.0,,4.7,F,25.0,I.E. JOSÉ MARIA SILVA SALAZAR,392,53,NO
5946,14,237.0,3.7599156118143457,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.76,,4.0,,4.4,M,26.0,IE CENTRO SOCIAL,56,57,NO
5947,14,194.0,3.4953608247422676,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.5,,7.0,,4.05,F,29.0,COLEGIO CAMPESTRE LOS LAGOS,49,50,NO
5948,1,18.0,2.4944444444444445,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.49,,5.0,,2.49,M,27.0,COL SAN MIGUEL ARCANGEL - BARRANQUILLA,379,143,SI
5949,1,13.0,2.046153846153846,5,,,2.05,,5.0,,2.05,M,25.0,COLEGIO SALESIANO MALDONADO,295,44,SI
5950,1,18.0,1.8333333333333333,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.83,,5.0,,1.83,F,25.0,COL CARMELITANO DEL ORIENTE,348,53,SI
5951,13,185.0,3.3227027027027023,13,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.32,,13.0,,4.02,M,25.0,COLEGIO LA PRESENTACIÓN - DUITAMA,323,49,NO
5952,13,238.0,3.8970588235294126,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.9,,3.0,,4.5,M,23.0,COLEGIO INSTITUTO TECNICO  LAUREANO GOMEZ  (IED),55,56,NO
5953,7,98.0,3.410204081632653,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.41,,4.0,,3.65,F,27.0,I.E. HECTOR JULIO RANGEL QUINTERO,49,49,SI
5954,9,135.0,3.3866666666666663,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.39,,8.0,,3.99,F,23.0,INST TEC EMPRESARIAL,44,45,SI
5955,13,236.0,3.9394067796610175,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.94,,2.0,,4.8,M,24.0,COLEGIO SALESIANO,55,56,NO
5956,3,41.0,3.2829268292682925,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.28,,4.0,,3.06,M,25.0,IE SANTA MARIA GORETTI,54,51,SI
5957,3,43.0,2.453488372093023,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.45,,9.0,,0.45,F,25.0,I.E. JOSÉ SANTOS GUTIERREZ,49,48,SI
5958,3,37.0,2.5189189189189185,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.52,,9.0,,3.0,M,36.0,GIMN SANTA ROSA DE LIMA,41,41,SI
5959,3,46.0,2.8739130434782605,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.87,,8.0,,2.67,F,25.0,IE LUIS HERNANDEZ VARGAS,46,45,SI
5960,2,34.0,3.423529411764706,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.42,,1.0,,3.23,F,25.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL SANTA INÉS,368,50,SI
5961,13,209.0,3.5,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.5,,9.0,,4.34,M,24.0,COLEGIO  JOSE MARIA LANDAZURI,351,47,NO
5962,8,114.0,2.9421052631578943,16,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.94,,16.0,,2.72,M,30.0,IE JOSE MARIA CORDOBA - FLORIDA,36,37,SI
5963,14,236.0,3.88771186440678,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.89,,2.0,,4.1,F,25.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,382,158,NO
5964,13,225.0,3.5795555555555554,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.58,,8.0,,3.92,M,24.0,I.E. PIO XII,323,45,NO
5965,8,132.0,3.546212121212121,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.55,,4.0,,3.9,F,25.0,I.E. PIO XII,341,49,SI
5966,12,229.0,3.8558951965065504,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.86,,1.0,,4.6,M,22.0,IE LA MERCED,358,51,NO
5967,7,117.0,3.4205128205128204,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.42,,4.0,,3.52,M,24.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,51,52,SI
5968,6,102.0,3.540196078431373,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.54,,3.0,,3.5,M,24.0,COLEGIO SALESIANO MALDONADO,430,61,SI
5969,12,227.0,3.9607929515418503,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.96,,0.0,,4.5,F,22.0,IE TECNICA PIO ALBERTO FERRO PEÑA,59,56,NO
5970,14,222.0,3.8342342342342346,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.83,,4.0,,4.7,F,22.0,IE JESUS BERNAL PINZON,48,48,NO
5971,1,18.0,2.811111111111111,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.81,,4.0,,2.81,M,26.0,POLITECNICO DE LAS AMERICAS,329,48,SI
5972,8,92.0,2.915217391304348,17,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.92,,17.0,,3.02,F,28.0,IE MARIA AUXILIADORA,53,52,SI
5973,4,70.0,3.277142857142857,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.28,,6.0,,2.93,F,24.0,COLEGIO LICEO FEMENINO MERCEDES NARIÑO (IED),50,52,SI
5974,1,18.0,3.7277777777777783,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.73,,0.0,,3.73,F,28.0,COLEGIO NACIONALIZADO NUESTRA SEÑORA DEL CARMEN,51,57,SI
5975,7,112.0,3.733035714285714,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.73,,2.0,,4.13,F,24.0,COLEGIO DE BOYACÁ,402,158,SI
5976,1,18.0,2.4222222222222225,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.42,,5.0,,2.42,F,25.0,I.E. SUAZAPAWA,424,52,SI
5977,12,227.0,4.1008810572687215,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.1,,0.0,,4.9,M,20.0,INSTITUCIÓN EDUCATIVA SIMÓN BOLÍVAR - ARAUCA,407,57,NO
5978,11,196.0,3.6857142857142864,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.69,,2.0,,4.07,F,34.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,409,49,NO
5979,1,18.0,3.088888888888889,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.09,,3.0,,3.09,F,24.0,IE LUIS HERNANDEZ VARGAS,45,46,SI
5980,14,236.0,4.08135593220339,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.08,,2.0,,4.8,F,24.0,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL GUSTAVO JIMÉNEZ,65,56,NO
5981,12,224.0,3.8053571428571424,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.81,,4.0,,4.5,F,24.0,COLEGIO DE PREESCOLAR Y EDUCACION BASICA SAGRADO CORAZON,379,51,NO
5982,14,207.0,3.267632850241546,17,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.27,,17.0,,4.26,M,26.0,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,452,60,NO
5983,1,18.0,2.688888888888888,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.69,,4.0,,2.69,F,24.0,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,51,53,SI
5984,1,18.0,3.788888888888889,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.79,,0.0,,3.79,F,23.0,IE TECNICA  FRANCISCO JOSE DE CALDAS,407,60,SI
5985,5,78.0,2.85,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.85,,10.0,,0.84,M,24.0,COLEGIO LOS ANGELES - VILLAVICENCIO,407,63,SI
5986,13,206.0,3.2888349514563107,15,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.29,,15.0,,4.01,F,23.0,COLEGIO CIUDAD DEL SOL,43,46,NO
5987,1,16.0,2.2562499999999996,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.26,,5.0,,2.26,M,24.0,IE CENTRO SOCIAL,50,50,SI
5988,14,212.0,3.3834905660377363,15,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.38,,15.0,,3.8,F,26.0,COLEGIO TÉCNICO LORENZO DE SALAZAR,312,47,NO
5989,9,143.0,3.2804195804195806,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.28,,9.0,,3.47,M,23.0,COL COOP COOSERVICIOS,366,154,NO
5990,14,212.0,3.5089622641509437,11,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.51,,11.0,,4.34,F,26.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,54,58,NO
5991,4,71.0,3.6718309859154927,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.67,,1.0,,3.61,M,23.0,COL COOP COOSERVICIOS,361,52,SI
5992,1,18.0,0.39444444444444443,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.39,,8.0,,0.39,M,24.0,INSTITUTO SAN FERNANDO FERRINI,281,38,SI
5993,11,153.0,3.065359477124183,18,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.07,,18.0,,3.16,F,24.0,INST SALESIANO SAN JUAN BOSCO,277,39,NO
5994,1,18.0,2.122222222222222,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.12,,5.0,,2.12,F,23.0,IE SAN AGUSTIN,45,48,SI
5995,12,229.0,3.93886462882096,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.94,,1.0,,4.6,F,28.0,I.E. GUILLERMO LEON VALENCIA,323,49,NO
5996,1,36.0,0.125,16,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.12,,16.0,,0.0,M,26.0,IE JOSE MARIA CORDOBA - TAURAMENA,47,44,SI
5997,1,18.0,1.65,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.65,,7.0,,1.65,M,24.0,IE LA CAMPIÑA,40,40,SI
5998,13,227.0,3.8149779735682814,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.81,,2.0,,4.6,F,24.0,IE SAGRADO CORAZON,52,51,NO
5999,1,15.0,2.453333333333333,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.45,,4.0,,2.45,M,25.0,COLEGIO GUILLERMO LEON VALENCIA,343,50,SI
6000,3,42.0,2.8619047619047624,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.86,,7.0,,3.35,M,24.0,INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI,360,51,SI
6001,2,34.0,3.0470588235294116,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.05,,5.0,,3.21,M,24.0,INST TECNICO INDUSTRIAL LUCIO PABON NUÑEZ,338,47,SI
6002,9,129.0,3.2139534883720926,13,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.21,,13.0,,3.23,F,24.0,COL COOP COOSERVICIOS,340,48,NO
6003,13,222.0,3.6,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.6,,7.0,,3.89,F,25.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,368,47,NO
6004,4,73.0,3.863013698630137,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.86,,0.0,,3.89,F,23.0,COLEGIO LA PRESENTACION - IBAGUE,433,64,SI
6005,1,18.0,3.5888888888888895,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.59,,1.0,,3.59,F,25.0,COLEGIO JESUS EUCARISTIA,333,48,SI
6006,4,50.0,2.95,11,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.95,,11.0,,3.03,F,25.0,COLEGIO LA PRESENTACIÓN - DUITAMA,388,51,SI
6007,1,18.0,0.7111111111111111,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,0.71,,8.0,,0.71,F,25.0,IE CENTRO SOCIAL,387,53,SI
6008,1,18.0,2.872222222222222,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.87,,5.0,,2.87,M,32.0,INST EDUC VIDA Y PAZ,306,43,SI
6009,8,116.0,3.6017241379310345,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.6,,5.0,,3.41,F,23.0,INSTITUTO TECNOLOGICO CARLOS HERNANDEZ YARURO,391,56,SI
6010,7,83.0,2.7783132530120485,13,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.78,,13.0,,2.82,F,28.0,INSTITUTO INTEGRADO DE COMERCIO,341,50,SI
6011,9,152.0,3.53421052631579,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.53,,8.0,,4.12,F,24.0,I.E. DEL LLANO,372,46,NO
6012,1,18.0,1.7999999999999998,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.8,,6.0,,1.8,M,28.0,COLEGIO BOSTON,390,46,SI
6013,3,42.0,3.1476190476190475,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.15,,8.0,,2.73,F,24.0,LICEO DEL LANO,49,50,SI
6014,14,223.0,3.6484304932735427,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.65,,8.0,,4.15,F,24.0,INSTITUTO INTEGRADO DE COMERCIO,44,42,NO
6015,13,218.0,3.7986238532110086,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.8,,3.0,,4.7,F,27.0,COLEGIO COOPERATIVO REYES PATRIA,59,56,NO
6016,7,111.0,3.1396396396396398,15,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.14,,15.0,,3.24,M,24.0,INSTITUCIÓN EDUCATIVA LICEO TAME,341,48,SI
6017,12,227.0,4.051982378854625,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.05,,0.0,,4.5,F,24.0,AMERICAN SCHOOL SAINT FRANCES,450,64,NO
6018,12,215.0,3.564186046511628,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.56,,5.0,,4.15,M,24.0,INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI,381,58,NO
6019,13,167.0,3.2550898203592817,15,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.26,,15.0,,3.71,F,24.0,I.E. RAFAEL REYES,397,56,NO
6020,13,192.0,3.6052083333333336,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.61,,6.0,,4.43,F,24.0,INSTITUCION EDUCATIVA LICEO DEL LLANO,395,58,NO
6021,3,51.0,2.9784313725490192,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.98,,7.0,,2.39,F,25.0,COLEGIO ISABEL VALBUENA CIFUENTES,313,46,SI
6022,8,140.0,3.8621428571428567,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.86,,0.0,,3.61,F,25.0,COLEGIO COOPERATIVO REYES PATRIA,56,56,SI
6023,1,18.0,1.6333333333333333,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.63,,8.0,,1.63,F,24.0,IE TEC INDUSTRIAL,359,50,SI
6024,13,203.0,3.468472906403941,12,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.47,,12.0,,4.26,F,24.0,IE LUIS HERNANDEZ VARGAS,322,48,NO
6025,1,18.0,2.783333333333333,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.78,,4.0,,2.78,F,24.0,I.E AGROTECNICO MIXTO,273,40,SI
6026,13,198.0,3.4611111111111112,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.46,,5.0,,4.13,F,24.0,COLEGIO GUILLERMO LEON VALENCIA,339,48,NO
6027,2,36.0,2.9194444444444443,7,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.92,,7.0,,2.87,M,24.0,CENT DE CAPACITACION  LTDA (CENCABO),52,53,SI
6028,13,200.0,3.6920000000000006,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.69,,5.0,,4.32,F,25.0,COLEGIO PIO XII DE CUNDINAMARCA,43,39,NO
6029,13,205.0,3.8073170731707315,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.81,,4.0,,4.07,M,23.0,INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,358,153,NO
6030,14,242.0,3.8280991735537184,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.83,,4.0,,4.2,F,25.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,56,59,NO
6031,11,146.0,3.077397260273972,17,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.08,,17.0,,2.97,F,27.0,ALIANZA COLOMBO FRANCESA,361,51,NO
6032,11,170.0,3.585882352941176,6,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.59,,6.0,,4.35,F,25.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,397,57,NO
6033,3,49.0,2.4469387755102043,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.45,,9.0,,0.88,F,24.0,IE TECNICA  FRANCISCO JOSE DE CALDAS,305,162,SI
6034,1,18.0,3.194444444444444,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.19,,3.0,,3.19,F,25.0,COLEGIO DE BOYACÁ,46,42,SI
6035,6,93.0,3.409677419354839,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.41,,5.0,,3.0,M,31.0,CENTRO DE EDUCACIÓN FORMAL ROBERT HOOKE,337,44,SI
6036,7,95.0,3.289473684210526,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.29,,10.0,,3.64,M,24.0,COL LA PRESENTACION-OCAÑA,46,47,SI
6037,13,233.0,3.709012875536481,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.71,,9.0,,4.7,M,25.0,COL AGUSTINIANO SUBA,53,51,NO
6038,2,43.0,3.36046511627907,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.36,,4.0,,3.22,F,28.0,COLEGIO ANDINO,334,46,SI
6039,3,40.0,2.475,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.48,,8.0,,1.66,F,24.0,IE TECNICO INDUSTRIAL,367,51,SI
6040,2,27.0,3.0074074074074075,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.01,,4.0,,2.13,F,24.0,COLEGIO LA PRESENTACIÓN - DUITAMA,376,52,SI
6041,4,58.0,2.8465517241379312,11,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.85,,11.0,,2.88,F,24.0,COLEGIO SALESIANO,326,45,SI
6042,8,129.0,3.548062015503876,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.55,,5.0,,3.96,F,25.0,IE JESUS BERNAL PINZON,43,42,NO
6043,9,125.0,3.0776,18,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.08,,18.0,,3.48,M,26.0,I.E. SAN PEDRO CLAVER - CHITARRAQUE,352,53,NO
6044,6,85.0,3.623529411764706,2,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.62,,2.0,,4.0,F,23.0,COLEGIO NUESTRA SEÑORA DE NAZARETH,47,50,SI
6045,13,227.0,4.1233480176211454,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.12,,0.0,,4.8,F,24.0,GRUPO EDUCATIVO BACATA,380,60,NO
6046,1,18.0,3.033333333333333,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.03,,3.0,,3.03,F,30.0,INSTITUCIÓN EDUCATIVA JUAN XXIII,47,45,SI
6047,10,153.0,3.266013071895425,13,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.27,,13.0,,4.03,M,24.0,COLEGIO JESUS EUCARISTIA,372,53,NO
6048,9,170.0,3.960588235294118,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.96,,0.0,,4.29,F,24.0,COLEGIO CELCO,64,58,NO
6049,2,34.0,3.3882352941176475,3,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.39,,3.0,,3.54,F,24.0,I.E. SIGLO XXI,44,44,SI
6050,4,60.0,3.086666666666667,9,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.09,,9.0,,2.5,M,24.0,COLEGIO SALESIANO,53,55,SI
6051,3,48.0,2.9583333333333335,8,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.96,,8.0,,2.46,F,24.0,INSTITUTO TOMAS DE IRIARTE,420,64,SI
6052,12,227.0,4.027753303964758,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,4.03,,0.0,,4.6,M,27.0,IE GUSTAVO ROMERO HERNANDEZ,342,49,NO
6053,7,111.0,3.0855855855855854,13,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.09,,13.0,,3.38,M,24.0,COLEGIO DEL SAGRADO CORAZON DE JESUS - HNAS. BETHLEMITAS,387,55,SI
6054,13,217.0,3.745622119815668,4,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.75,,4.0,,4.5,F,24.0,COLEGIO COOPERATIVO REYES PATRIA,57,58,NO
6055,13,227.0,3.8577092511013213,1,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.86,,1.0,,4.4,F,23.0,I.E.T. COMERCIAL,353,52,NO
6056,11,184.0,3.577717391304347,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.58,,5.0,,4.37,M,26.0,COLEGIO DE BOYACÁ,349,50,NO
6057,13,200.0,3.3739999999999997,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.37,,10.0,,3.9,M,30.0,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA AGROPECUARIA LOS CANELOS,332,46,NO
6058,2,35.0,3.182857142857143,5,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.18,,5.0,,2.88,F,25.0,COLEGIO NUESTRA SEÑORA DE LA PRESENTACION,329,49,SI
6059,12,210.0,3.95047619047619,0,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.95,,0.0,,4.5,F,27.0,COL SANTA TERESA DE JESUS,58,63,NO
6060,2,36.0,1.511111111111111,16,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,1.51,,16.0,,1.55,F,26.0,COL NZADO FEM DE BTO DE VILLAVICENCIO,52,55,SI
6061,13,220.0,3.375,14,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.37,,14.0,,4.46,M,27.0,INSTITUTO POLITECNICO INDUSTRIAL DE TELECOMUNICACIONES,43,45,NO
6062,5,71.0,3.108450704225352,10,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,3.11,,10.0,,3.02,F,28.0,IE IGNACIO GIL SANABRIA,307,41,SI
6063,4,50.0,2.156,13,FACULTAD DE CIENCIAS DE LA SALUD,MEDICINA,2.16,,13.0,,0.86,M,27.0,IE JOSE MARIA CORDOBA - FLORIDA,51,51,SI
