PERIODO_COHORTE,CODIGO,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,ULTIMA_MATRICULA,COD_MEN,AÑO,SEMESTRE,FECHA
201710,11817001,m,22,"col de formacion integral virgen de la pena-bogota, d.c.",244,194,no,202010,20708,2017,semestre 1,2017-02-01
201710,11817002,m,25,institucion educativa empresarialy agroindustrial los andes inseandes,288,226,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817003,f,25,institucion educativa tecnico industrial gustavo jimenez,444,346,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817004,m,21,"institucion educativa politecnico ""alvar gonzalez santana""",287,225,no,202010,20708,2017,semestre 1,2017-02-01
201710,11817005,f,23,colegio cooperativo reyes patria,276,217,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817006,f,26,instituto tecnico empresarial el yopal,42,42,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817007,m,23,liceo de la presentacion,248,187,si,201710,20708,2017,semestre 1,2017-02-01
201710,11817008,f,21,institucion educativa tecnico industrial gustavo jimenez,265,206,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817009,f,26,liceo de la presentacion,365,274,no,202010,20708,2017,semestre 1,2017-02-01
201710,11817010,m,21,institucion educativa magdalena,276,56,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817011,m,21,colegio panamericano,258,53,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817013,m,24,colegio nacional sugamuxi,273,233,si,201710,20708,2017,semestre 1,2017-02-01
201710,11817014,f,23,"institucion educativa politecnico ""alvar gonzalez santana""",284,56,si,201710,20708,2017,semestre 1,2017-02-01
201710,11817015,f,23,ie juan jose rondon - soata,255,50,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817016,f,24,ie juan jose rondon - paz de ariporo,201,165,si,201810,20708,2017,semestre 1,2017-02-01
201710,11817017,m,21,colegio nuestra senora del rosario - sogamoso,276,222,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817018,m,23,ie jorge eliecer gaitan - tota,318,269,si,201710,20708,2017,semestre 1,2017-02-01
201710,11817019,f,23,liceo anglo americano de sogamoso,260,228,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817020,m,22,ie acad de paipa,309,247,si,201710,20708,2017,semestre 1,2017-02-01
201710,11817021,f,22,institucion educativa tecnica jose acevedo y gomez,283,228,no,202110,20708,2017,semestre 1,2017-02-01
201710,11817022,f,26,instituto politecnico jose celestino mutis-sogamoso,214,178,si,201710,20708,2017,semestre 1,2017-02-01
201710,11817023,m,26,colegio shakespeare y cervantes,269,171,no,202110,20708,2017,semestre 1,2017-02-01
201710,33117001,f,24,colegio pestalozziano-corozal,43,45,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117002,f,29,ie rio de piedras,45,44,si,201810,20706,2017,semestre 1,2017-02-01
201710,33117003,m,25,escuela industrial de oiba,352,51,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117004,m,25,institucion educativa nueva granada,338,52,si,201710,20706,2017,semestre 1,2017-02-01
201710,33117005,m,19,colegio guillermo leon valencia,331,66,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117006,m,20,i.e. juan jose neira,330,66,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117010,f,21,escuela normal nacional para senoritas antonio narino,326,67,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117011,f,21,escuela normal nacional para senoritas antonio narino,289,58,no,202020,20706,2017,semestre 1,2017-02-01
201710,33117012,f,21,i.e. juana caporal,327,68,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117013,f,22,"colegio aquileo parra (ied)-bogota, d.c.",283,62,si,201710,20706,2017,semestre 1,2017-02-01
201710,33117014,f,22,ie adolfo maria jimenez,313,64,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117015,f,21,i.e.t de panqueba,291,57,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117017,m,21,institucion educativa veintiseis de marzo-barrancabermeja,300,60,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117018,m,42,i.e.d. rufino cuervo,240,52,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117019,f,23,i.e.  juan luis londono de la cuesta-mosquera,237,49,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117021,m,21,tecnico simon bolivar,245,52,no,201910,20706,2017,semestre 1,2017-02-01
201710,33117022,f,29,instituto san fernando ferrini,295,46,no,201910,20706,2017,semestre 1,2017-02-01
201710,33117023,f,21,colegio plinio mendoza neira,256,50,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117024,m,59,cent educ paulo freire-bucaramanga,235,52,si,201720,20706,2017,semestre 1,2017-02-01
201710,33117025,f,21,escuela normal superior de gacheta,321,61,si,201720,20706,2017,semestre 1,2017-02-01
201710,33117027,m,22,colegio de educacion formal flexible san mateo - tunja,231,53,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117028,f,20,escuela normal superior antonia santos,306,63,si,201710,20706,2017,semestre 1,2017-02-01
201710,33117029,m,21,institucion educativa de sora,281,55,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117030,m,23,liceo anglo americano de sogamoso,256,48,si,201720,20706,2017,semestre 1,2017-02-01
201710,33117031,f,23,ie jose maria cordoba,42,43,si,201710,20706,2017,semestre 1,2017-02-01
201710,33117032,f,23,institucion educativa gustavo rojas pinilla.,226,42,no,201920,20706,2017,semestre 1,2017-02-01
201710,33117033,m,24,col champagnat-ibague,258,55,si,201710,20706,2017,semestre 1,2017-02-01
201710,33117035,m,23,ie nuestra senora de los dolores de manare,330,66,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117036,m,23,i.e. jose antonio galan - chameza,192,36,si,201710,20706,2017,semestre 1,2017-02-01
201710,33117037,f,40,escuela normal superior leonor alvarez pinzon,42,44,si,201710,20706,2017,semestre 1,2017-02-01
201710,33117038,f,22,institucion educativa jose maria silva salazar,292,61,no,202110,20706,2017,semestre 1,2017-02-01
201710,33117039,f,46,i.e. campo elias cortes,227,44,si,201720,20706,2017,semestre 1,2017-02-01
201710,33117040,f,21,colegio de educacion tecnico comercial sagrado corazon de jesus,274,54,si,201710,20706,2017,semestre 1,2017-02-01
201710,33117043,f,22,i.e. tec ind antonio ricaurte,212,46,no,202110,20706,2017,semestre 1,2017-02-01
201710,33217001,m,22,i.e.t nacionalizado de pauna,252,52,no,201820,20716,2017,semestre 1,2017-02-01
201710,33217004,f,22,"institucion educativa politecnico ""alvar gonzalez santana""",280,225,si,201710,20716,2017,semestre 1,2017-02-01
201710,33217005,m,26,colegio de boyaca,309,44,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217006,m,21,escuela  normal superior santiago de tunja,365,75,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217007,f,24,colegio de boyaca,237,52,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217008,m,23,centro social la presentacion,329,64,si,201710,20716,2017,semestre 1,2017-02-01
201710,33217009,f,22,inem carlos arturo torres,246,46,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217010,f,21,centro educativo pozo petrolero,277,56,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217012,f,21,ie nueva generacion,262,50,si,201710,20716,2017,semestre 1,2017-02-01
201710,33217013,m,21,instituto integrado de comercio,301,60,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217014,f,22,i.e. juan jose neira,235,46,si,201710,20716,2017,semestre 1,2017-02-01
201710,33217015,f,21,i.e. tec ind julio florez,279,56,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217016,f,21,institucion educativa eloy quintero araujo,255,48,si,201720,20716,2017,semestre 1,2017-02-01
201710,33217017,f,22,colegio oficial nuestra senora del rosario,287,64,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217018,f,21,institucion educativa armando solano,286,61,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217019,f,25,colegio nuestra senora del rosario - tunja,326,45,si,201810,20716,2017,semestre 1,2017-02-01
201710,33217020,f,21,colegio la presentacion,312,61,no,202020,20716,2017,semestre 1,2017-02-01
201710,33217022,m,22,universidad abierta y a distancia unad duitama,277,63,no,201910,20716,2017,semestre 1,2017-02-01
201710,33217023,f,25,col. nuestra senora de fatima,445,48,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217024,m,20,liceo de la presentacion,335,68,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217025,f,21,escuela  normal superior santiago de tunja,309,63,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217026,f,24,institucion educativa integrado joaquin gonzalez camargo,51,51,si,201710,20716,2017,semestre 1,2017-02-01
201710,33217028,f,21,colegio cooperativo reyes patria,277,56,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217029,f,20,institucion educativa isaac newton-yopal,274,52,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217030,f,20,centro de formacion integral maria montessori-monteria,336,68,si,201710,20716,2017,semestre 1,2017-02-01
201710,33217031,f,20,colegio de boyaca,303,61,no,201920,20716,2017,semestre 1,2017-02-01
201710,33217033,f,21,institucion educativa tecnica industrial antonio ricaurte,258,47,no,201910,20716,2017,semestre 1,2017-02-01
201710,33217034,f,21,colegio liceo del llano,327,65,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217035,m,25,"col parroq san luis gonzaga - bogota, d.c.",399,55,no,201920,20716,2017,semestre 1,2017-02-01
201710,33217036,f,21,institucion educativa tecnica jose ignacio de marquez,243,48,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217037,f,21,col juan pablo ii-santa rosa de viterbo,317,67,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217038,m,21,institucion educativa uribesco,251,50,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217039,f,24,colegio corporacion santo domingo,250,50,si,201710,20716,2017,semestre 1,2017-02-01
201710,33217041,f,21,institucion educativa san agustin,278,56,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217042,m,21,institucion educativa tecnica de firavitoba,308,61,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217044,f,26,colegio de educacion formal flexible san mateo - tunja,301,63,no,201820,20716,2017,semestre 1,2017-02-01
201710,33217045,m,22,institucion tecnico industrial rafael reyes,234,50,si,201710,20716,2017,semestre 1,2017-02-01
201710,33217046,f,22,ie sergio camargo,280,56,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217047,f,22,ie nuestra senora de manare,257,52,no,202110,20716,2017,semestre 1,2017-02-01
201710,33217055,m,31,colegio de boyaca,49,49,no,202110,20716,2017,semestre 1,2017-02-01
201710,33317001,m,30,colegio la presentacion - duitama,50,53,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317002,m,25,colegio alejandro de humboldt,48,45,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317003,f,22,"institucion educativa politecnico ""alvar gonzalez santana""",262,54,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317004,m,22,liceo de la presentacion,279,54,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317005,m,24,colegio celco,248,51,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317006,m,22,liceo de la presentacion,216,38,si,201810,20706,2017,semestre 1,2017-02-01
201710,33317007,f,30,institucion educativa integrado joaquin gonzalez camargo,47,50,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317008,f,20,liceo de la presentacion,302,60,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317009,f,22,"institucion educativa politecnico ""alvar gonzalez santana""",283,58,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317010,m,21,"institucion educativa politecnico ""alvar gonzalez santana""",314,64,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317011,m,27,colegio san mateo,45,40,no,201920,20706,2017,semestre 1,2017-02-01
201710,33317012,f,21,institucion educativa indalecio vazquez,277,53,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317013,m,22,colegio suamox,296,54,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317014,m,21,instituto integrado nacionalizado guillermo leon valencia,312,58,si,201720,20706,2017,semestre 1,2017-02-01
201710,33317015,m,21,colegio tecnico nacionalizado de nobsa,265,52,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317016,m,27,institucion educativa politecnico alvaro gonzalez santana,54,51,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317017,f,35,colegio gimnasio sogamoso,43,42,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317018,m,21,institucion educativa tecnico industrial gustavo jimenez,281,55,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317019,f,23,institucion educativa roberto franco isaza .,280,56,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317020,f,22,colegio nuestra senora del rosario - sogamoso,266,56,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317021,f,22,"institucion educativa politecnico ""alvar gonzalez santana""",272,56,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317022,m,25,institucion educativa tecnica de firavitoba,45,41,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317023,f,20,"institucion educativa politecnico ""alvar gonzalez santana""",311,64,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317024,f,21,institucion educativa departamental tecnico industrial-tocancipa,312,60,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317025,f,21,centro social la presentacion,333,69,si,201720,20706,2017,semestre 1,2017-02-01
201710,33317026,m,25,instituto san martin,222,44,si,201810,20706,2017,semestre 1,2017-02-01
201710,33317027,f,25,liceo cooperativo campestre,325,68,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317028,m,21,inst tec integrado de trinidad,218,44,si,201710,20706,2017,semestre 1,2017-02-01
201710,33317029,f,21,colegio nuestra senora del rosario sogamoso,236,52,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317030,f,21,institucion educativa los libertadores - sogamoso,329,67,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317031,f,22,liceo anglo americano de sogamoso,308,62,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317032,m,20,colegio de educacion cedhu,337,63,si,201720,20706,2017,semestre 1,2017-02-01
201710,33317034,m,24,"institucion educativa politecnico ""alvar gonzalez santana""",235,48,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317035,f,35,"cent educ de nstra sra de la paz-bogota, d.c.",44,47,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317036,m,28,colegio de educacion formal flexible san mateo - sogamoso,280,47,si,201720,20706,2017,semestre 1,2017-02-01
201710,33317037,f,21,ie jorge eliecer gaitan - tota,254,52,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317038,f,22,instituto san martin,223,44,si,201710,20706,2017,semestre 1,2017-02-01
201710,33317039,f,20,colegio jorge clemente palacios,280,53,si,201710,20706,2017,semestre 1,2017-02-01
201710,33317040,m,27,institucion educativa antonio narino-sogamoso,45,42,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317041,f,22,colegio municipal luis carlos galan sarmiento,290,56,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317042,f,23,"institucion educativa politecnico ""alvar gonzalez santana""",290,60,no,202110,20706,2017,semestre 1,2017-02-01
201710,33317044,f,22,"institucion educativa politecnico ""alvar gonzalez santana""",280,61,no,202110,20706,2017,semestre 1,2017-02-01
201710,55117003,m,25,colegio celco,48,49,no,201820,20711,2017,semestre 1,2017-02-01
201710,55117004,f,27,colegio de boyaca,46,46,si,201710,20711,2017,semestre 1,2017-02-01
201710,55117005,f,27,ie rio de piedras,54,52,no,201810,20711,2017,semestre 1,2017-02-01
201710,55117007,m,24,col coop cooservicios-tunja,267,52,no,202110,20711,2017,semestre 1,2017-02-01
201710,55117010,f,23,institucion educativa san jeronimo emiliani,267,55,si,201720,20711,2017,semestre 1,2017-02-01
201710,55117012,f,28,i.e.colegio la nueva familia,38,38,no,202020,20711,2017,semestre 1,2017-02-01
201710,55117014,f,26,ie tec la libertad,56,53,no,202110,20711,2017,semestre 1,2017-02-01
201710,55117015,f,23,escuela normal superior leonor alvarez pinzon,255,50,no,202110,20711,2017,semestre 1,2017-02-01
201710,55117016,m,26,colegio corporacion santo domingo,45,46,no,201910,20711,2017,semestre 1,2017-02-01
201710,55117017,f,26,inst tec empresarial,61,66,si,201710,20711,2017,semestre 1,2017-02-01
201710,55117018,f,23,inst tec empresarial,49,50,no,201920,20711,2017,semestre 1,2017-02-01
201710,55117020,m,23,ie hector julio gomez,201,38,no,201820,20711,2017,semestre 1,2017-02-01
201710,55117021,m,25,ie tecnica ramon ignacio avella,40,42,no,201820,20711,2017,semestre 1,2017-02-01
201710,55117022,m,23,colegio colombo britanico - tunja,245,48,no,201910,20711,2017,semestre 1,2017-02-01
201710,55117023,m,24,i.e. jose joaquin casas,45,46,no,202010,20711,2017,semestre 1,2017-02-01
201710,55117025,f,24,instituto tecnico santo tomas de aquino,54,58,no,202010,20711,2017,semestre 1,2017-02-01
201710,55117026,m,26,i.e. agricola antonio narino,51,49,no,201920,20711,2017,semestre 1,2017-02-01
201710,55117027,f,26,institucion educativa integrado joaquin gonzalez camargo,50,50,no,201920,20711,2017,semestre 1,2017-02-01
201710,55117029,m,27,"inst el gran saber-bogota, d.c.",77,64,no,202020,20711,2017,semestre 1,2017-02-01
201710,55117030,f,22,ie carlos arturo torres pena,57,60,no,201910,20711,2017,semestre 1,2017-02-01
201710,55217001,m,21,jhon f kenedy-calarca,327,64,no,202110,20710,2017,semestre 1,2017-02-01
201710,55217003,m,22,liceo los lanceros,299,59,si,201810,20710,2017,semestre 1,2017-02-01
201710,55217004,m,22,i.e.t. san pedro de iguaque,244,48,si,201810,20710,2017,semestre 1,2017-02-01
201710,55217005,m,21,instituto tecnico empresarial el yopal,276,57,no,202110,20710,2017,semestre 1,2017-02-01
201710,55217006,m,24,institucion educativa integrado joaquin gonzalez camargo,250,49,si,201710,20710,2017,semestre 1,2017-02-01
201710,55217008,m,21,ie tecnica  francisco jose de caldas,244,51,si,201710,20710,2017,semestre 1,2017-02-01
201710,55217009,m,21,ie supaneca,328,66,si,201710,20710,2017,semestre 1,2017-02-01
201710,55217010,m,24,colegio simon bolivar,44,43,si,201810,20710,2017,semestre 1,2017-02-01
201710,55217013,m,21,col dulce corazon de maria,333,66,si,201710,20710,2017,semestre 1,2017-02-01
201710,55217014,m,23,i.e. inem jose eustasio rivera,216,43,no,202110,20710,2017,semestre 1,2017-02-01
201710,55217015,m,21,colegio luis hernandez vargas,257,51,no,202110,20710,2017,semestre 1,2017-02-01
201710,55217016,f,22,gimnasio virtual san francisco javier-cajica,294,58,no,202110,20710,2017,semestre 1,2017-02-01
201710,55217017,m,21,liceo leon de greiff-tunja,255,48,no,201820,20710,2017,semestre 1,2017-02-01
201710,55217019,m,21,i.e. marco aurelio bernal,317,64,no,201820,20710,2017,semestre 1,2017-02-01
201710,55217021,f,25,ie tecnica ramon ignacio avella,41,42,no,202110,20710,2017,semestre 1,2017-02-01
201710,55217023,m,22,colegio ignacio gil sanabria,236,44,si,201710,20710,2017,semestre 1,2017-02-01
201710,55217024,m,21,colegio ignacio gil sanabria,284,52,si,201710,20710,2017,semestre 1,2017-02-01
201710,55217025,m,26,colegio celco,478,80,no,201820,20710,2017,semestre 1,2017-02-01
201710,55217026,m,24,i.e. susana guillemin,44,44,si,201710,20710,2017,semestre 1,2017-02-01
201710,55217029,m,21,ie tecnica  francisco jose de caldas,215,41,si,201720,20710,2017,semestre 1,2017-02-01
201710,55217031,m,24,colegio tecnico municipal francisco de paula santander,354,69,no,202020,20710,2017,semestre 1,2017-02-01
201710,55217033,m,24,institucion educativa tecnico de bellas artes,262,50,si,201710,20710,2017,semestre 1,2017-02-01
201710,55217034,m,22,colegio ignacio gil sanabria,288,53,si,201720,20710,2017,semestre 1,2017-02-01
201710,55317001,f,21,colegio de boyaca,330,68,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317002,m,23,colegio corporacion santo domingo,251,52,si,201710,20699,2017,semestre 1,2017-02-01
201710,55317003,f,21,institucion educativa antonio jose sandoval,295,58,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317004,f,21,instituto tecnico integrado trinidad,253,52,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317005,f,21,colegio nuestra senora de fatima,328,65,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317006,f,21,institucion educativa lopez quevedo,219,44,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317007,f,21,colegio la presentacion tunja,300,58,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317008,m,23,liceo anglo americano de sogamoso,274,55,si,201720,20699,2017,semestre 1,2017-02-01
201710,55317009,f,21,instituto tecnico industrial antonio ricaurte villa de leyva,298,59,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317012,f,21,institucion educativa liceo tame,322,63,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317013,m,21,francisco walter,241,50,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317014,m,21,i.e. jose joaquin casas,306,60,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317015,f,21,colegio nuestra senora del rosario - tunja,263,54,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317016,f,22,colegio salesiano maldonado,298,61,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317017,f,25,i.e. plinio mendoza neira,267,54,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317018,m,21,col parroq san luis gonzaga - barbosa,322,65,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317019,m,22,i.e. agropecuario rosa jaimes barrera-pailitas,255,56,no,202020,20699,2017,semestre 1,2017-02-01
201710,55317020,f,20,ie rafael uribe uribe,308,61,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317021,m,23,col. gimnasio del norte-valledupar,371,74,si,201710,20699,2017,semestre 1,2017-02-01
201710,55317023,f,21,institucion educativa antonio jose sandoval gomez de tunja,300,61,no,202110,20699,2017,semestre 1,2017-02-01
201710,55317025,f,26,colegio boyaca de duitama,49,50,si,201710,20699,2017,semestre 1,2017-02-01
201710,55317026,m,29,institucion educativa uribesco,45,42,si,201710,20699,2017,semestre 1,2017-02-01
201710,55317027,m,25,i.e. tec ind julio florez,295,61,si,201810,20699,2017,semestre 1,2017-02-01
201710,55417001,f,24,institucion educativa colegio de sugamuxi,44,45,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417002,f,24,instituto integrado nacionalizado guillermo leon valencia,223,45,si,201720,20699,2017,semestre 1,2017-02-01
201710,55417003,m,23,"colegio tecnico en administracion microempresarial ""ciudad del sol""",234,49,no,201820,20699,2017,semestre 1,2017-02-01
201710,55417004,f,22,inst educ gabriela mistral-acacias,252,49,no,201820,20699,2017,semestre 1,2017-02-01
201710,55417005,f,23,institucion educativa integrado joaquin gonzalez camargo,259,52,si,201720,20699,2017,semestre 1,2017-02-01
201710,55417006,m,21,ie braulio gonzalez,302,62,si,201710,20699,2017,semestre 1,2017-02-01
201710,55417007,m,27,colegio simon bolivar,36,34,si,201710,20699,2017,semestre 1,2017-02-01
201710,55417008,m,21,institucion educativa tecnico industrial gustavo jimenez,266,54,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417009,m,23,"institucion educativa politecnico ""alvar gonzalez santana""",319,65,si,201810,20699,2017,semestre 1,2017-02-01
201710,55417010,f,21,institucion educativa integrado joaquin gonzalez camargo,293,58,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417011,m,24,inst tec diversificado monterrey,196,38,si,201720,20699,2017,semestre 1,2017-02-01
201710,55417012,m,23,colegio de educacion cedhu,339,70,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417013,f,22,colegio nacional sugamuxi,260,50,si,201710,20699,2017,semestre 1,2017-02-01
201710,55417014,f,21,colegio la presentacion san luis de palenque,298,59,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417017,m,28,colegio nacional san jose de guanenta,50,52,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417018,f,25,colegio nacional san jose de guanenta,52,52,si,201810,20699,2017,semestre 1,2017-02-01
201710,55417019,m,21,colegio nuestra senora del rosario sogamoso,280,56,no,202020,20699,2017,semestre 1,2017-02-01
201710,55417020,f,22,institucion educativa politecnico alvaro gonzalez santana,258,51,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417021,f,25,institucion educativa los libertadores sogamoso,45,49,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417022,m,25,institucion educativa politecnico alvaro gonzalez santana,48,47,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417023,f,21,liceo de la presentacion,325,66,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417024,m,22,institucion educativa santo domingo savio,292,57,no,201920,20699,2017,semestre 1,2017-02-01
201710,55417025,f,24,institucion educativa santa veronica,305,124,no,201820,20699,2017,semestre 1,2017-02-01
201710,55417026,m,21,institucion educativa tecnico industrial gustavo jimenez,280,57,si,201810,20699,2017,semestre 1,2017-02-01
201710,55417027,m,22,institucion educativa integrado joaquin gonzalez camargo,275,58,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417028,m,20,institucion educativa tecnico industrial gustavo jimenez,286,58,no,202110,20699,2017,semestre 1,2017-02-01
201710,55417029,f,21,institucion educativa san agustin,222,47,si,201720,20699,2017,semestre 1,2017-02-01
201710,55417030,f,21,instituto tecnico empresarial el yopal,338,65,si,201710,20699,2017,semestre 1,2017-02-01
201710,55517002,f,21,col educ bas y media tec ntra sra del nazareth-chiquinquira,273,55,no,202110,53841,2017,semestre 1,2017-02-01
201710,55517003,f,24,ie pablo vi-sotaquira,260,52,si,201720,53841,2017,semestre 1,2017-02-01
201710,55517004,m,23,colegio corporacion santo domingo,253,52,no,202110,53841,2017,semestre 1,2017-02-01
201710,55517005,m,30,instituto nacionalizado de bachillerato tecnico industrial,50,48,no,202010,53841,2017,semestre 1,2017-02-01
201710,55517006,f,21,inst educativa alonso carvajal peralta,283,56,si,201720,53841,2017,semestre 1,2017-02-01
201710,55517008,f,21,i.e. tec y acad antonio narino,302,60,si,201810,53841,2017,semestre 1,2017-02-01
201710,55517009,m,21,gimnasio campestre santo domingo,306,62,no,202110,53841,2017,semestre 1,2017-02-01
201710,55517010,f,21,i.e.t. alejandro de humboldt,296,60,no,202110,53841,2017,semestre 1,2017-02-01
201710,55517011,f,20,colegio andino de tunja,341,68,no,202110,53841,2017,semestre 1,2017-02-01
201710,55517012,m,21,i.e. rafael bayona nino,318,64,si,201810,53841,2017,semestre 1,2017-02-01
201710,55517013,f,21,institucion educativa tecnico industrial tibasosa,296,59,no,202020,53841,2017,semestre 1,2017-02-01
201710,55517014,m,22,escuela normal superior nuestra senora del rosario,312,62,si,201720,53841,2017,semestre 1,2017-02-01
201710,55517015,m,22,escuela normal superior nuestra senora del rosario,315,64,no,201820,53841,2017,semestre 1,2017-02-01
201710,55517016,m,22,"colegio john f. kennedy (ied)-bogota, d.c.",303,59,si,201710,53841,2017,semestre 1,2017-02-01
201710,55517018,m,26,i.e. nuestra senora de la antigua,358,44,si,201710,53841,2017,semestre 1,2017-02-01
201710,55517019,f,21,institucion educativa tecnica industrial marco aurelio bernal,325,65,no,202110,53841,2017,semestre 1,2017-02-01
201710,55517020,f,22,"colegio gabriel betancourt mejia (ied)-bogota, d.c.",279,56,no,202110,53841,2017,semestre 1,2017-02-01
201710,55517021,f,22,col pablo neruda-cucuta,283,60,si,201710,53841,2017,semestre 1,2017-02-01
201710,55517022,f,22,i.e. concha medina de silva-muzo,275,54,si,201720,53841,2017,semestre 1,2017-02-01
201710,55517023,f,21,i.e. normal superior sor josefa del castillo y guevara,286,59,no,202110,53841,2017,semestre 1,2017-02-01
201710,55517024,f,21,institucion educativa departamental nuestra senora del transito,259,54,no,202110,53841,2017,semestre 1,2017-02-01
